X,Y,field_1,city,course1,course2,course3,course4,course5,course6,course7,course8,course9,course10,course11,course12,course13,course14,course15,course16,lon,lat,website1,website2,website3,website4,website5,website6,website7,website8,website9,website10,website11,website12,website13,website14,website15,website16,code,title
34.989571,32.7940463,78,Haifa,EMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.989571,32.7940463,http://www.emle.org/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Haifa,Haifa
9.9936818,53.5510846,79,Hamburg,JEMES,MATHMODS,MUNDUS JOURNALISM,EMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9936818,53.5510846,http://www.jemes-cisu.eu/,http://www.mathmods.eu/,http://www.mundusjournalism.com/,http://www.emle.org/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hamburg,Hamburg
8.6724335,49.3987524,80,Heidelberg,IMIM Med,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6724335,49.3987524,http://www.innovativemedicine.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidelberg,Heidelberg
24.938379,60.1698557,81,Helsinki,SPACEMASTER,EMECC NURSING,ASC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.938379,60.1698557,http://www.spacemaster.eu/,http://masternursing.uniovi.es/,http://www.master-asc.org/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Helsinki,Helsinki
25.1442126,35.3387352,82,Heraklion,ACES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.1442126,35.3387352,http://www.sams.ac.uk/aces-erasmus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heraklion,Heraklion
9.9579652,52.154778,83,Hildesheim,EMLex ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9579652,52.154778,http://www.emlex.phil.uni-erlangen.de/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hildesheim,Hildesheim
114.109497,22.396428,84,Hong Kong,Media AC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.109497,22.396428,http://www.mediaartscultures.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hong Kong,Hong Kong
-0.3367413,53.7456709,85,Hull,GEMMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3367413,53.7456709,http://masteres.ugr.es/gemma/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hull,Hull
-86.158068,39.768403,86,Indianapolis,EUROCULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.158068,39.768403,https://www.euroculturemaster.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indianapolis,Indianapolis
11.4041024,47.2692124,87,Innsbruck,ASTROMUNDUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4041024,47.2692124,http://www.astromundus.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Innsbruck,Innsbruck
40.9766453,57.0050671,88,Ivanovo,EU4M - EMMC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.9766453,57.0050671,http://www.eu4m.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ivanovo,Ivanovo
29.7635719,62.6010155,89,Joensuu,COSI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7635719,62.6010155,http://www.master-colorscience.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joensuu,Joensuu
28.0473051,-26.2041028,90,Johannesburg,EPOG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0473051,-26.2041028,http://www.epog.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johannesburg,Johannesburg
7.7491265,49.4400657,91,Kaiserslautern,EMSE,EMECS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7491265,49.4400657,http://em-se.eu/,http://www.emecs.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaiserslautern,Kaiserslautern
32.5825197,0.3475964,92,Kampala,MFAMILY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5825197,0.3475964,http://www.mfamily.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kampala,Kampala
15.5869,56.161224,93,Karlskrona,PLANET Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5869,56.161224,http://www.planet-europe.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karlskrona,Karlskrona
8.4036527,49.0068901,94,Karlsruhe,EU4M - EMMC,EUROPHOTONICS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4036527,49.0068901,http://www.eu4m.eu/,http://www.europhotonics.org/wordpress/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karlsruhe,Karlsruhe
19.0237815,50.2648919,95,Katowice,EMLex ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.0237815,50.2648919,http://www.emlex.phil.uni-erlangen.de/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Katowice,Katowice
10.1227652,54.3232927,96,Kiel,IMAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1227652,54.3232927,http://www.emmc-imae.org/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kiel,Kiel
30.5234,50.4501,97,Kiev,IMRCEES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5234,50.4501,http://www.gla.ac.uk/postgraduate/erasmusmundus/imrcees/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kiev,Kiev
-0.300689,51.41233,98,Kingston,EPOG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.300689,51.41233,http://www.epog.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kingston,Kingston
9.4730519,55.495973,99,Kolding,EMTM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4730519,55.495973,http://www.emtmmaster.net/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kolding,Kolding
12.4949429,55.763516,100,Kongens Lyngby,EWEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4949429,55.763516,http://www.windenergymaster.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kongens Lyngby,Kongens Lyngby
19.9449799,50.0646501,101,Krakow,ASC,IMRCEES,EUROCULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9449799,50.0646501,http://www.master-asc.org/,http://www.gla.ac.uk/postgraduate/erasmusmundus/imrcees/,https://www.euroculturemaster.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Krakow,Krakow
15.60384,48.40999,102,Krems an der Donau,Media AC,MARIHE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.60384,48.40999,http://www.mediaartscultures.eu/,http://www.marihe.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Krems an der Donau,Krems an der Donau
103.1370142,5.329624,103,Kuala Terengganu,TROPIMUNDO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.1370142,5.329624,http://www.tropimundo.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kuala Terengganu,Kuala Terengganu
13.3995091,42.3498479,104,L'Aquila,MATHMODS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3995091,42.3498479,http://www.mathmods.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L'Aquila,L'Aquila
28.1896628,61.0549929,105,Lappeenranta,PERCCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.1896628,61.0549929,http://perccom.univ-lorraine.fr/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lappeenranta,Lappeenranta
-1.5490774,53.8007554,106,Leeds,TRIBOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5490774,53.8007554,http://www.master-tribos.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leeds,Leeds
-2.990057,43.3267036,107,Leioa,MEREMMC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.990057,43.3267036,http://www.merconsortium.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leioa,Leioa
12.3730747,51.3396955,108,Leipzig,ASC,EMGS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3730747,51.3396955,http://www.master-asc.org/,http://www.globalstudies-masters.info/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leipzig,Leipzig
4.7005176,50.8798438,109,Leuven,EMM-Nano,EMPHID,TCCM,EUROPHILOSOPHIE,FAME,MITRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7005176,50.8798438,http://www.emm-nano.org/,http://www.pubhealthdisasters.eu/,http://www.emtccm.org/,http://europhilomem.hypotheses.org/,http://www.fame-master.com/,http://mastermitra.univ-lille3.fr/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leuven,Leuven
5.5796662,50.6325574,110,Liège,MEREMMC,SUSCOS,FAME,EMSHIP,EMERALD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5796662,50.6325574,http://www.merconsortium.eu/,http://steel.fsv.cvut.cz/suscos/,http://www.fame-master.com/,http://www.emship.eu/,http://em-georesources.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liège,Liège
3.057256,50.62925,111,Lille,MEGEI,ASC,MITRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.057256,50.62925,http://www.ua.ac.be/egei,http://www.master-asc.org/,http://mastermitra.univ-lille3.fr/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lille,Lille
-0.540579,53.230688,112,Lincoln,ADVANCES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.540579,53.230688,http://www.socialworkadvances.org/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lincoln,Lincoln
-9.1393366,38.7222524,113,Lisbon,KINOEYES | KEM,NOMADS EMMC,GeoTech,CWCN,EMSD,VINIFERA,GroundwatCH,MFAMILY,MEDfOR,ADVANCES,NA,NA,NA,NA,NA,NA,-9.1393366,38.7222524,http://www.kinoeyes.eu/,http://www.docnomads.eu/,http://mastergeotech.info/,http://www.munduscrossways.eu/,http://www.europeansystemdynamics.eu/,http://vinifera-euromaster.eu/,http://www.groundwatermaster.eu/,http://www.mfamily.eu/,http://www.medfor.eu/,http://www.socialworkadvances.org/,NA,NA,NA,NA,NA,NA,Lisbon,Lisbon
14.5057515,46.0569465,114,Ljubljana,TRIBOS,EMTM,CoDe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5057515,46.0569465,http://www.master-tribos.eu/,http://www.emtmmaster.net/,http://www.erasmusmundus-code.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ljubljana,Ljubljana
0.6200146,41.6175899,115,Lleida,MEDfOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6200146,41.6175899,http://www.medfor.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lleida,Lleida
19.4559833,51.7592485,116,Lodz,Media AC,GEMMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4559833,51.7592485,http://www.mediaartscultures.eu/,http://masteres.ugr.es/gemma/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lodz,Lodz
-0.1277583,51.5073509,117,London,MUNDUS JOURNALISM,CoMEM,EMGS,EM HRPP,EUPADRA,CHOREOMUNDUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1277583,51.5073509,http://www.mundusjournalism.com/,http://www.ntnu.edu/studies/mscomem,http://www.globalstudies-masters.info/,http://ws1.roehampton.ac.uk/admissions/erasmusmundus/hrp/index.html,http://eupadra.eu/,http://www.choreomundus.org/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,London,London
22.1567026,65.584819,118,Lulea,AMASE,EMERALD,PERCCOM,SPACEMASTER,TRIBOS,SUSCOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1567026,65.584819,http://www.amase-master.net/,http://em-georesources.eu/,http://perccom.univ-lorraine.fr/,http://www.spacemaster.eu/,http://www.master-tribos.eu/,http://steel.fsv.cvut.cz/suscos/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lulea,Lulea
13.1910073,55.7046601,119,Lund,IMFSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1910073,55.7046601,http://www.imfse.ugent.be/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lund,Lund
4.835659,45.764043,120,Lyon,LIVE,EACH,ATOSIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.835659,45.764043,http://live.univ-lyon1.fr/,http://www.analyticalchemistry.eu/,http://www.erasmusmundus-atosim.cecam.org/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lyon,Lyon
-3.7037902,40.4167754,121,Madrid,TCCM,4CITIES,MONABIP,EUPADRA,ME3,VINIFERA,EMSE,IMIM,NA,NA,NA,NA,NA,NA,NA,NA,-3.7037902,40.4167754,http://www.emtccm.org/,http://www.4cities.eu/,http://www.monabiphot.ens-cachan.fr/,http://eupadra.eu/,http://www.emn.fr/z-de/me3-site/,http://vinifera-euromaster.eu/,http://em-se.eu/,http://www.imim.polimi.it/,NA,NA,NA,NA,NA,NA,NA,NA,Madrid,Madrid
8.4660395,49.4874592,122,Mannheim,EMLex ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4660395,49.4874592,http://www.emlex.phil.uni-erlangen.de/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mannheim,Mannheim
5.36978,43.296482,123,Marseille,EUROPHOTONICS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.36978,43.296482,http://www.europhotonics.org/wordpress/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marseille,Marseille
-6.5918499,53.3812896,124,Maynooth,DESEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.5918499,53.3812896,http://www.cs.nuim.ie/courses/desem/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maynooth,Maynooth
-90.0489801,35.1495343,125,Memphis,EUROPHILOSOPHIE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.0489801,35.1495343,http://europhilomem.hypotheses.org/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Memphis,Memphis
-99.133208,19.4326077,126,Mexico City,EUROCULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99.133208,19.4326077,https://www.euroculturemaster.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico City,Mexico City
9.1859243,45.4654219,127,Milan,MSPME,IMIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1859243,45.4654219,http://www.mspme.org/,http://www.imim.polimi.it/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Milan,Milan
3.876716,43.610769,128,Montpellier,VINIFERA,PlantHealth,MIM,EDAMUS,MAMASELF,MEME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.876716,43.610769,http://vinifera-euromaster.eu/,http://planthealth.upv.es/,http://www.mastermimplus.eu/,http://www.master-edamus.eu/,http://www.mamaself.eu/,http://www.evobio.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montpellier,Montpellier
14.4868883,35.8956388,129,Msida,LCT,GLOBED,IMAESC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4868883,35.8956388,http://www.lct-master.org/,http://globed.eu/,http://www.gla.ac.uk/postgraduate/erasmusmundus/imaesc/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Msida,Msida
7.335888,47.750839,130,Mulhouse,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.335888,47.750839,http://www.cle.unibo.it/site/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mulhouse,Mulhouse
72.8776559,19.0759837,131,Mumbai,EMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.8776559,19.0759837,http://www.emle.org/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mumbai,Mumbai
11.5819806,48.1351253,132,Munich,MAMASELF,MEME,CARTO,IMIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5819806,48.1351253,http://www.mamaself.eu/,http://www.evobio.eu/,http://www.cartographymaster.eu/,http://www.imim.polimi.it/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Munich,Munich
7.6261347,51.9606649,133,Münster,GeoTech,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6261347,51.9606649,http://mastergeotech.info/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Münster,Münster
6.184417,48.692054,134,Nancy,EMERALD,LCT,EMLex ,DESEM,AMASE,PERCCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.184417,48.692054,http://em-georesources.eu/,http://www.lct-master.org/,http://www.emlex.phil.uni-erlangen.de/,http://www.cs.nuim.ie/courses/desem/,http://www.amase-master.net/,http://perccom.univ-lorraine.fr/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nancy,Nancy
-1.553621,47.218371,135,Nantes,EMSHIP,EMARO+,ME3,MCM,ACES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.553621,47.218371,http://www.emship.eu/,http://emaro.irccyn.ec-nantes.fr/,http://www.emn.fr/z-de/me3-site/,http://www.cimne.com/cm-master/,http://www.sams.ac.uk/aces-erasmus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nantes,Nantes
14.2681244,40.8517746,136,Napoli,SUSCOS,EUCOMOR,Dyclam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2681244,40.8517746,http://steel.fsv.cvut.cz/suscos/,http://www.eucomor.net/,http://www.dyclam.eu/fr/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Napoli,Napoli
-74.4518188,40.4862157,137,New Brunswick,GEMMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.4518188,40.4862157,http://masteres.ugr.es/gemma/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Brunswick,New Brunswick
7.2619532,43.7101728,138,Nice,MATHMODS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2619532,43.7101728,http://www.mathmods.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nice,Nice
5.8372264,51.8125626,139,Nijmegen,EMSD,PLANET Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8372264,51.8125626,http://www.europeansystemdynamics.eu/,http://www.planet-europe.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nijmegen,Nijmegen
121.54399,29.868336,140,Ningbo,WACOMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.54399,29.868336,"http://erasmusmundus.uca.es/en/content,3,erasmus-mundus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ningbo,Ningbo
18.076376,48.3061414,141,Nitra,IMRD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.076376,48.3061414,http://www.imrd.ugent.be/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nitra,Nitra
43.9360589,56.2965039,142,Nizhni Novgorod,IMRCEES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.9360589,56.2965039,http://www.gla.ac.uk/postgraduate/erasmusmundus/imrcees/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nizhni Novgorod,Nizhni Novgorod
1.297355,52.6308859,143,Norwich,IMAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.297355,52.6308859,http://www.emmc-imae.org/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Norwich,Norwich
-1.1581086,52.9547832,144,Nottingham,STEPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1581086,52.9547832,http://emmcsteps.uniovi.es/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nottingham,Nottingham
-5.471047,56.415157,145,Oban,ACES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.471047,56.415157,http://www.sams.ac.uk/aces-erasmus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oban,Oban
8.2145521,53.1434501,146,Oldenburg,EWEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2145521,53.1434501,http://www.windenergymaster.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oldenburg,Oldenburg
17.2508787,49.593778,147,Olomouc,EUROCULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2508787,49.593778,https://www.euroculturemaster.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Olomouc,Olomouc
135.5021651,34.6937378,148,Osaka,EUROCULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.5021651,34.6937378,https://www.euroculturemaster.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Osaka,Osaka
10.7522454,59.9138688,149,Oslo,GLOBED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7522454,59.9138688,http://globed.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oslo,Oslo
8.0471788,52.2799112,150,Osnabrück,MARIHE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0471788,52.2799112,http://www.marihe.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Osnabrück,Osnabrück
25.4650773,65.0120888,151,Oulu,EMSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4650773,65.0120888,http://em-se.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oulu,Oulu
-5.8493887,43.3619145,152,Oviedo,EMPHID,EU4M - EMMC,EMECC NURSING,STEPS,GEMMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.8493887,43.3619145,http://www.pubhealthdisasters.eu/,http://www.eu4m.eu/,http://masternursing.uniovi.es/,http://emmcsteps.uniovi.es/,http://masteres.ugr.es/gemma/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oviedo,Oviedo
11.8767611,45.4064349,153,Padova,PlantHealth,ASTROMUNDUS,TPTI,SUFONAMA,SAHC,MEDfOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8767611,45.4064349,http://planthealth.upv.es/,http://www.astromundus.eu/,http://www.tpti.eu/,http://sufonama.eu/,http://www.msc-sahc.org/,http://www.medfor.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Padova,Padova
13.3612671,38.1156879,154,Palermo,EMSD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3612671,38.1156879,http://www.europeansystemdynamics.eu/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Palermo,Palermo
2.3522219,48.856614,155,Paris,PlantHealth,IT4BI,Dyclam,IMQP,QEM,MONABIP,TROPIMUNDO,ADVANCES,TPTI,EPOG,NA,NA,NA,NA,NA,NA,2.3522219,48.856614,http://planthealth.upv.es/,http://it4bi.univ-tours.fr/,http://www.dyclam.eu/fr/,https://sites.google.com/a/unife.it/quaternary-prehistory/,http://erasmusmundus-qem.univ-paris1.fr/,http://www.monabiphot.ens-cachan.fr/,http://www.tropimundo.eu/,http://www.socialworkadvances.org/,http://www.tpti.eu/,http://www.epog.eu/,NA,NA,NA,NA,NA,NA,Paris,Paris
21.734574,38.2466395,156,Patras,MEEES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.734574,38.2466395,http://www.meees.org/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Patras,Patras
9.1582069,45.1847248,157,Pavia,MEEES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1582069,45.1847248,http://www.meees.org/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pavia,Pavia
