	variable	value	citibike_station_id	label
3496	15	4.69	426	West St & Chambers St
3523	15	0.55	427	State St
3546	15	0.44	428	E 3 St & 1 Ave
3577	15	11.45	432	E 7 St & Avenue A
3604	15	0	433	E 13 St & Avenue A
3627	15	10.25	434	9 Ave & W 18 St
3653	15	3.93	435	W 21 St & 6 Ave
3668	15	0.55	438	St Marks Pl & 1 Ave
3698	15	0	439	E 4 St & 2 Ave
3727	15	0.76	440	E 45 St & 3 Ave
3755	15	0.44	441	E 52 St & 2 Ave
3794	15	21.16	442	W 27 St & 7 Ave
3821	15	2.18	444	Broadway & W 24 St
3836	15	0.11	445	E 10 St & Avenue A
3867	15	10.14	446	W 24 St & 7 Ave
3895	15	0	447	8  Ave & W 52 St
3926	15	12.54	448	W 37 St & 10 Ave
3933	15	0	449	52 St & 9 Ave
3961	15	5.56	453	W 22 St & 8 Ave
3992	15	6.98	455	1 Ave & E 44 St
4030	15	1.96	456	E 53 St & Madison Ave
4043	15	0	457	Broadway & W 57 St
4074	15	2.51	458	W 22 St & 11 Ave
4108	15	11.23	459	W 18 St & 11 Ave
4124	15	0	461	E 20 St & 2 Ave
4159	15	6.65	462	W 22 St & 10 Ave
4182	15	3.49	463	9 Ave & W 16 St
4187	15	21.59	465	Broadway & W 41 St
4216	15	5.95	466	W 25 St & 6 Ave
4243	15	0.65	468	Broadway & W 55 St
4275	15	0	469	Broadway & W 53 St
4303	15	0.33	470	W 20 St & 8 Ave
4342	15	0	472	E 32 St & Park Av
4366	15	0.44	473	Rivington St & Chrystie St
4380	15	0.87	474	5 Ave & E 29 St
4407	15	0.22	475	E 16 St & Irving Pl
4422	15	0.65	476	E 31 St & 3 Ave
4448	15	0.22	477	W 41 St & 8 Ave
4483	15	0	478	11 Ave & W 41 St
4510	15	0	479	9 Ave & W 45 St
4543	15	0.44	480	W 53 St & 10 Ave
4575	15	1.2	482	W 15 St & 7 Ave
4601	15	0	483	E 12 St & 3 Ave
4627	15	0.98	484	W 44 St & 5 Ave
4647	15	0.11	485	W 37 St & 5 Ave
4665	15	0.33	486	Broadway & W 29 St
4689	15	13.74	487	E 20 St & FDR Drive
4719	15	1.09	488	W 39 St & 9 Ave
4738	15	1.31	489	10 Ave & W 28 St
4761	15	0	490	W 33 St & 8 Ave
4807	15	1.31	491	E 24 St & Park Ave S
4836	15	8.62	492	W 33 St & 7 Ave
4862	15	0.98	493	W 45 St & 6 Ave
4883	15	0.55	494	W 26 St & 8 Ave
4912	15	0.65	495	W 47 St & 10 Ave
4940	15	6.76	496	E 16 St & 5 Ave
4964	15	8.18	497	E 17 St & Broadway
4984	15	0	498	Broadway & W 32 St
5012	15	0	499	Broadway & W 60 St
5037	15	0.44	500	Broadway & W 51 St
5065	15	1.09	501	FDR Drive & E 35 St
5094	15	1.53	503	E 20 St & Park Ave
5118	15	18.32	504	1 Ave & E 15 St
5139	15	0.33	505	6 Ave & W 33 St
5165	15	0	507	E 25 St & 2 Ave
5192	15	0.44	508	W 46 St & 11 Ave
5226	15	2.18	509	9 Ave & W 22 St
5250	15	36.86	510	W 51 St & 6 Ave
5255	15	0	511	E 14 St & Avenue B
5292	15	0	513	W 56 St & 10 Ave
5327	15	0.22	514	12 Ave & W 40 St
5355	15	0	515	W 43 St & 10 Ave
5381	15	8.4	516	E 47 St & 1 Ave
5404	15	0.65	517	Pershing Square S
5426	15	0.11	518	E 39 St & 2 Ave
5449	15	1.09	519	Pershing Square N
5485	15	0.11	520	W 52 St & 5 Ave
5503	15	0.44	521	8 Ave & W 31 St
5517	15	15.7	522	E 51 St & Lexington Ave
5550	15	0	523	W 38 St & 8 Ave
5586	15	2.29	524	W 43 St & 6 Ave
5605	15	0.44	525	W 34 St & 11 Ave
5641	15	0.55	526	E 33 St & 5 Ave
5668	15	0	527	E 33 St & 1 Ave
5693	15	0.22	528	2 Ave & E 30 St
5719	15	1.96	529	W 42 St & 8 Ave
5737	15	0	530	11 Av & 59 St
5755	15	0	531	Forsyth St & Broome St
5773	15	0	533	Broadway & W 39 St
5824	15	5.56	534	Water - Whitehall Plaza
5843	15	0	536	1 Ave & E 30 St
5866	15	7.2	537	Lexington Ave & E 24 St
5893	15	0.22	540	Lexington Ave & E 26 St
5920	15	26.5	545	E 23 St & 1 Ave
5954	15	1.31	546	E 30 St & Park Ave S
5977	15	15.05	2003	1 Ave & 18 St
6002	15	10.91	2004	Spring St & 6 Ave
6028	15	0.76	2006	Central Park S & 6 Ave
6041	15	0	2017	E 43 St & 2 Ave
6076	15	0.33	2021	W 45 St & 8 Ave
6100	15	1.53	2023	E 55 St & Lexington Ave
6129	15	2.51	3002	South End Av & Liberty St
6158	15	0	2009	Catherine St & Monroe St
6186	15	6.98	2010	Grand St & Greene St
6210	15	0.22	2022	E 59 St & Sutton Pl
6238	15	0	502	E Broadway & Grand St
6265	15	0	2012	E 27 St & 1 Ave
6289	15	5.23	2008	Little West St & 1 Pl
6302	15	5.45	3016	W 23 & 8 Ave
6341	15	6.45	3131	Coming soon: E 63 St & York Ave 
6369	15	2.18	3132	E 59 St & Madison Ave
6390	15	0.33	3134	3 Ave & E 62 St
6411	15	0	3142	1 Ave & E 62 St
6443	15	0	3223	E 55 St & 3 Ave
6452	15	7.09	3224	W 13 St & Hudson St
6483	15	0	3230	Penn Station Valet
6523	15	0.33	3233	E 48 St & 5 Ave
6533	15	0.22	3235	E 41 St & Madison Ave
6569	15	0.22	3236	PABT Valet
16	16	0	72	W 52 St & 11 Ave
34	16	7.08	79	Franklin St & W Broadway
70	16	0.87	82	St James Pl & Pearl St
102	16	1.42	116	W 17 St & 8 Ave
125	16	2.72	127	Barrow St & Hudson St
147	16	7.52	128	MacDougal St & Prince St
182	16	0.98	137	Henry St & Grand St
208	16	5.01	146	Hudson St & Reade St
224	16	11.76	147	Greenwich St & Warren St
251	16	0	150	E 2 St & Avenue C
278	16	3.05	151	Cleveland Pl & Spring St
287	16	12.96	152	Warren St & Church St
324	16	0	153	E 40 St & 5 Ave
364	16	0	160	E 37 St & Lexington Ave
387	16	4.58	161	LaGuardia Pl & W 3 St
416	16	0.11	164	E 47 St & 2 Ave
436	16	0	167	E 39 St & 3 Av
465	16	1.96	168	W 18 St & 6 Av
494	16	0.11	173	Broadway & W 49 St
517	16	0.11	174	E 25 St & 1 Ave
535	16	0.87	195	Liberty St & Broadway
562	16	0.44	212	W 16 St & The High Line
597	16	51.63	223	W 13 St & 7 Ave
622	16	2.4	224	Spruce St & Nassau St
650	16	3.81	225	W 14 St & The High Line
674	16	0.44	228	E 48 St & 3 Ave
701	16	12.31	229	Great Jones St
728	16	0	236	St Marks Pl & 2 Ave
751	16	0	237	E 11 Street & 2 Avenue
779	16	0	238	Bank St & Washington St
785	16	1.42	247	Perry St & Bleecker St
831	16	5.34	248	Laight St & Hudson St
856	16	13.68	249	Harrison St & Hudson St
882	16	0.76	250	Lafayette St & Jersey St
908	16	7.3	251	Mott St & Prince St
936	16	1.31	252	MacDougal St & Washington Sq
962	16	0.54	253	W 13 St & 5 Ave
985	16	0	254	W 11 St & 6 Ave
1006	16	7.19	257	Lispenard St & Broadway
1038	16	2.51	259	South St & Whitehall St
1051	16	1.26	260	Broad St & Bridge St
1081	16	0.98	263	Elizabeth St & Hester St
1093	16	6.43	264	Maiden Ln & Pearl St
1142	16	0.33	265	Stanton St & Chrystie St
1168	16	0.54	266	Avenue D & E 8 St
1194	16	12.64	268	Howard St & Centre St
1221	16	12.42	276	Duane St & Greenwich St
1248	16	2.51	280	E 10 St & 5 Ave
1274	16	0	281	Grand Army Plaza & Central Park S
1289	16	2.29	284	Greenwich Ave & 8 Ave
1319	16	0.98	285	Broadway & E 14 St
1333	16	0	291	Madison St & Montgomery St
1377	16	26.92	293	Lafayette St & E 8 St
1404	16	0.44	295	Pike St & E Broadway
1430	16	0.87	296	Division St & Bowery
1452	16	0	297	E 15 St & 3 Ave
1481	16	0	300	Cooper Square & E 7 St
1505	16	0.33	301	E 2 St & Avenue B
1530	16	0	302	Avenue D & E 3 St
1560	16	9.59	303	Mercer St & Spring St
1583	16	0	304	Broadway & Battery Pl
1611	16	0.65	305	E 58 St and 3 Ave
1638	16	2.94	306	Cliff St & Fulton St
1659	16	0.11	307	Canal St & Rutgers St
1689	16	0.76	308	St James Pl & Oliver St
1715	16	2.94	309	Murray St & West St
1742	16	0	311	Norfolk St & Broome St
1768	16	18.3	312	Allen St & E Houston St
1787	16	10.78	315	South St & Gouverneur Ln
1815	16	0.76	316	Fulton St & William St
1836	16	0	317	E 6 St & Avenue B
1856	16	1.53	319	Park Pl & Church St
1878	16	1.2	320	Church St & Leonard St
1915	16	0	325	E 19 St & 3 Ave
1943	16	0.11	326	E 11 St & 1 Ave
1975	16	2.72	327	Vesey Pl & River Terrace
2002	16	20.61	328	Watts St & Greenwich St
2028	16	0.76	329	Greenwich St & N Moore St
2048	16	2.51	330	Reade St & Broadway
2080	16	0	331	Pike St & Monroe St
2101	16	0	332	Cherry St
2111	16	3.7	334	W 20 St & 7 Ave
2135	16	1.31	335	Washington Pl & Broadway
2181	16	4.36	336	Sullivan St & Washington Sq
2195	16	3.27	337	Old Slip & Front St
2224	16	0.22	339	Avenue D & E 12 St
2251	16	0	340	Madison St & Clinton St
2274	16	0	341	Stanton St & Mangin St
2310	16	0.11	342	Columbia St & Rivington St
2339	16	0.22	345	W 13 St & 6 Ave
2355	16	1.2	346	Bank St & Hudson St
2388	16	0.33	347	W Houston St & Hudson St
2414	16	8.28	348	W Broadway & Spring St
2443	16	0	349	Rivington St and Ridge St
2465	16	0	350	Clinton St & Grand St
2496	16	5.66	351	Front St & Maiden Ln
2520	16	20.37	352	W 56 St & 6 Ave
2538	16	0.87	355	Bayard St & Baxter St
2569	16	0.33	356	Bialystoker Pl & Delancey St
2599	16	0.65	357	E 11 St & Broadway
2622	16	4.25	358	Christopher St & Greenwich St
2641	16	0	359	E 47 St & Park Av
2674	16	0.22	360	William St & Pine St
2696	16	0	361	Allen St & Hester St
2729	16	0.65	362	Broadway & W 37 St
2750	16	0.76	363	West Thames St
2780	16	0	367	E 53 St and Lexington Ave
2804	16	3.59	368	Carmine St & 6 Ave
2833	16	0.44	369	Washington Pl & 6 Ave
2857	16	3.27	375	Mercer St & Bleecker St
2864	16	1.42	376	John St & William St
2894	16	0.87	377	6 Ave & Canal St
2929	16	23.75	379	W 31 St & 7 Ave
2947	16	0.11	380	W 4 St & 7 Ave S
2983	16	10.46	382	University Pl & E 14 St
3001	16	0.11	383	Greenwich Ave & 7 Ave
3042	16	1.85	385	E 55 St & 2 Ave
3064	16	1.09	386	Centre St & Worth St
3091	16	5.23	387	Centre St & Chambers St
3118	16	3.92	388	W 26 St & 10 Ave
3127	16	0	393	E 5 St & Avenue C
3149	16	0.11	394	E 9 St & Avenue C
3187	16	0.33	400	Pitt St & Stanton St
3217	16	18.95	401	Allen St & Rivington St
3236	16	0.23	402	Broadway & E 22 St
3276	16	0.54	405	Washington St & Gansevoort St
3299	16	0	408	Market St & Cherry St
3317	16	0	410	Suffolk St & Stanton St
3349	16	0	411	E 6 St & Avenue D
3379	16	1.74	412	Forsyth St & Canal St
3405	16	3.49	415	Pearl St & Hanover Square
3411	16	7.3	417	Barclay St & Church St
3433	16	0	422	W 59 St & 10 Ave
3484	16	0	423	W 54 St & 9 Ave
3504	16	7.19	426	West St & Chambers St
3535	16	0.54	427	State St
3559	16	0.87	428	E 3 St & 1 Ave
3588	16	11.11	432	E 7 St & Avenue A
3609	16	0.11	433	E 13 St & Avenue A
3639	16	3.81	434	9 Ave & W 18 St
3664	16	2.18	435	W 21 St & 6 Ave
3679	16	1.2	438	St Marks Pl & 1 Ave
3710	16	0	439	E 4 St & 2 Ave
3736	16	0	440	E 45 St & 3 Ave
3768	16	0.11	441	E 52 St & 2 Ave
3791	16	21.24	442	W 27 St & 7 Ave
3818	16	1.31	444	Broadway & W 24 St
3848	16	0	445	E 10 St & Avenue A
3869	16	10.02	446	W 24 St & 7 Ave
3900	16	0	447	8  Ave & W 52 St
3923	16	11.76	448	W 37 St & 10 Ave
3936	16	0	449	52 St & 9 Ave
3962	16	5.56	453	W 22 St & 8 Ave
4004	16	2.51	455	1 Ave & E 44 St
4021	16	0	456	E 53 St & Madison Ave
4056	16	0	457	Broadway & W 57 St
4076	16	0.54	458	W 22 St & 11 Ave
4103	16	6.21	459	W 18 St & 11 Ave
4130	16	0.11	461	E 20 St & 2 Ave
4157	16	8.06	462	W 22 St & 10 Ave
4186	16	2.51	463	9 Ave & W 16 St
4197	16	21.57	465	Broadway & W 41 St
4225	16	1.31	466	W 25 St & 6 Ave
4253	16	0.65	468	Broadway & W 55 St
4289	16	0	469	Broadway & W 53 St
4314	16	0.76	470	W 20 St & 8 Ave
4337	16	0	472	E 32 St & Park Av
4346	16	0.54	473	Rivington St & Chrystie St
4394	16	0.76	474	5 Ave & E 29 St
4419	16	0.11	475	E 16 St & Irving Pl
4441	16	1.2	476	E 31 St & 3 Ave
4451	16	8.28	477	W 41 St & 8 Ave
4479	16	0.11	478	11 Ave & W 41 St
4513	16	0	479	9 Ave & W 45 St
4544	16	0.11	480	W 53 St & 10 Ave
4576	16	1.85	482	W 15 St & 7 Ave
4596	16	0	483	E 12 St & 3 Ave
4628	16	0	484	W 44 St & 5 Ave
4653	16	0.11	485	W 37 St & 5 Ave
4680	16	0	486	Broadway & W 29 St
4706	16	14.38	487	E 20 St & FDR Drive
4715	16	4.47	488	W 39 St & 9 Ave
4745	16	1.42	489	10 Ave & W 28 St
4773	16	4.47	490	W 33 St & 8 Ave
4810	16	0	491	E 24 St & Park Ave S
4833	16	21.02	492	W 33 St & 7 Ave
4851	16	0.11	493	W 45 St & 6 Ave
4874	16	0.87	494	W 26 St & 8 Ave
4905	16	1.09	495	W 47 St & 10 Ave
4937	16	4.68	496	E 16 St & 5 Ave
4960	16	4.58	497	E 17 St & Broadway
4990	16	0.22	498	Broadway & W 32 St
4995	16	0	499	Broadway & W 60 St
5032	16	0.33	500	Broadway & W 51 St
5060	16	2.18	501	FDR Drive & E 35 St
5089	16	0.87	503	E 20 St & Park Ave
5112	16	18.3	504	1 Ave & E 15 St
5138	16	2.83	505	6 Ave & W 33 St
5170	16	0	507	E 25 St & 2 Ave
5197	16	0.44	508	W 46 St & 11 Ave
5224	16	3.7	509	9 Ave & W 22 St
5243	16	36.6	510	W 51 St & 6 Ave
5261	16	0.11	511	E 14 St & Avenue B
5283	16	0	513	W 56 St & 10 Ave
5320	16	0.54	514	12 Ave & W 40 St
5344	16	0	515	W 43 St & 10 Ave
5378	16	6.43	516	E 47 St & 1 Ave
5408	16	1.31	517	Pershing Square S
5427	16	0.22	518	E 39 St & 2 Ave
5458	16	1.63	519	Pershing Square N
5472	16	0	520	W 52 St & 5 Ave
5512	16	6.21	521	8 Ave & W 31 St
5531	16	15.03	522	E 51 St & Lexington Ave
5557	16	0.11	523	W 38 St & 8 Ave
5575	16	0.98	524	W 43 St & 6 Ave
5607	16	0	525	W 34 St & 11 Ave
5638	16	0.22	526	E 33 St & 5 Ave
5656	16	0	527	E 33 St & 1 Ave
5691	16	0	528	2 Ave & E 30 St
5715	16	13.07	529	W 42 St & 8 Ave
5742	16	0	530	11 Av & 59 St
5766	16	0.22	531	Forsyth St & Broome St
5780	16	0	533	Broadway & W 39 St
5801	16	2.4	534	Water - Whitehall Plaza
5845	16	0	536	1 Ave & E 30 St
5867	16	6.43	537	Lexington Ave & E 24 St
5886	16	0.33	540	Lexington Ave & E 26 St
5917	16	26.69	545	E 23 St & 1 Ave
5944	16	0.54	546	E 30 St & Park Ave S
5971	16	15.03	2003	1 Ave & 18 St
5989	16	4.36	2004	Spring St & 6 Ave
6026	16	0.87	2006	Central Park S & 6 Ave
6050	16	0	2017	E 43 St & 2 Ave
6068	16	0.11	2021	W 45 St & 8 Ave
6108	16	0.22	2023	E 55 St & Lexington Ave
6132	16	3.49	3002	South End Av & Liberty St
6153	16	0	2009	Catherine St & Monroe St
6185	16	3.81	2010	Grand St & Greene St
6207	16	0.22	2022	E 59 St & Sutton Pl
6240	16	0	502	E Broadway & Grand St
6262	16	0	2012	E 27 St & 1 Ave
6284	16	3.92	2008	Little West St & 1 Pl
6298	16	5.45	3016	W 23 & 8 Ave
6331	16	6.21	3131	Coming soon: E 63 St & York Ave 
6350	16	0.22	3132	E 59 St & Madison Ave
6376	16	0.33	3134	3 Ave & E 62 St
6402	16	0.11	3142	1 Ave & E 62 St
6424	16	0	3223	E 55 St & 3 Ave
6462	16	4.03	3224	W 13 St & Hudson St
6484	16	0	3230	Penn Station Valet
6507	16	0	3233	E 48 St & 5 Ave
6535	16	0	3235	E 41 St & Madison Ave
6556	16	1.09	3236	PABT Valet
13	17	0.22	72	W 52 St & 11 Ave
40	17	3.94	79	Franklin St & W Broadway
57	17	0.44	82	St James Pl & Pearl St
85	17	0.55	116	W 17 St & 8 Ave
110	17	5.04	127	Barrow St & Hudson St
131	17	2.85	128	MacDougal St & Prince St
165	17	0.55	137	Henry St & Grand St
188	17	4.38	146	Hudson St & Reade St
218	17	7.23	147	Greenwich St & Warren St
259	17	0.33	150	E 2 St & Avenue C
279	17	1.75	151	Cleveland Pl & Spring St
297	17	9.09	152	Warren St & Church St
333	17	0	153	E 40 St & 5 Ave
355	17	0	160	E 37 St & Lexington Ave
389	17	3.18	161	LaGuardia Pl & W 3 St
405	17	0.11	164	E 47 St & 2 Ave
428	17	0	167	E 39 St & 3 Av
466	17	0.33	168	W 18 St & 6 Av
486	17	0	173	Broadway & W 49 St
513	17	0.11	174	E 25 St & 1 Ave
532	17	0.11	195	Liberty St & Broadway
550	17	0.44	212	W 16 St & The High Line
582	17	51.92	223	W 13 St & 7 Ave
601	17	1.86	224	Spruce St & Nassau St
627	17	1.64	225	W 14 St & The High Line
654	17	0	228	E 48 St & 3 Ave
680	17	5.91	229	Great Jones St
707	17	0.66	236	St Marks Pl & 2 Ave
730	17	0.55	237	E 11 Street & 2 Avenue
774	17	2.85	238	Bank St & Washington St
788	17	5.48	247	Perry St & Bleecker St
816	17	1.42	248	Laight St & Hudson St
838	17	6.33	249	Harrison St & Hudson St
865	17	0.33	250	Lafayette St & Jersey St
885	17	13.14	251	Mott St & Prince St
915	17	2.3	252	MacDougal St & Washington Sq
942	17	0.44	253	W 13 St & 5 Ave
969	17	1.2	254	W 11 St & 6 Ave
990	17	1.86	257	Lispenard St & Broadway
1018	17	0	259	South St & Whitehall St
1063	17	0.51	260	Broad St & Bridge St
1078	17	1.75	263	Elizabeth St & Hester St
1113	17	0.44	264	Maiden Ln & Pearl St
1141	17	1.53	265	Stanton St & Chrystie St
1160	17	0.55	266	Avenue D & E 8 St
1195	17	8.87	268	Howard St & Centre St
1214	17	8.65	276	Duane St & Greenwich St
1228	17	1.75	280	E 10 St & 5 Ave
1268	17	0	281	Grand Army Plaza & Central Park S
1286	17	6.79	284	Greenwich Ave & 8 Ave
1317	17	0.55	285	Broadway & E 14 St
1342	17	0.11	291	Madison St & Montgomery St
1368	17	26.85	293	Lafayette St & E 8 St
1380	17	0	295	Pike St & E Broadway
1410	17	0.55	296	Division St & Bowery
1436	17	0.22	297	E 15 St & 3 Ave
1464	17	0	300	Cooper Square & E 7 St
1487	17	0.99	301	E 2 St & Avenue B
1523	17	0	302	Avenue D & E 3 St
1552	17	4.6	303	Mercer St & Spring St
1566	17	0.33	304	Broadway & Battery Pl
1592	17	0.11	305	E 58 St and 3 Ave
1616	17	0.66	306	Cliff St & Fulton St
1648	17	0.11	307	Canal St & Rutgers St
1679	17	0.88	308	St James Pl & Oliver St
1702	17	0.77	309	Murray St & West St
1724	17	0	311	Norfolk St & Broome St
1752	17	18.73	312	Allen St & E Houston St
1773	17	1.86	315	South St & Gouverneur Ln
1804	17	0.11	316	Fulton St & William St
1825	17	2.41	317	E 6 St & Avenue B
1852	17	0.11	319	Park Pl & Church St
1875	17	1.64	320	Church St & Leonard St
1900	17	0	325	E 19 St & 3 Ave
1930	17	0.77	326	E 11 St & 1 Ave
1961	17	0.55	327	Vesey Pl & River Terrace
1979	17	15.55	328	Watts St & Greenwich St
2006	17	0	329	Greenwich St & N Moore St
2031	17	0.22	330	Reade St & Broadway
2061	17	0.11	331	Pike St & Monroe St
2098	17	0.44	332	Cherry St
2127	17	5.59	334	W 20 St & 7 Ave
2152	17	0.11	335	Washington Pl & Broadway
2162	17	5.15	336	Sullivan St & Washington Sq
2202	17	0.22	337	Old Slip & Front St
2215	17	0.66	339	Avenue D & E 12 St
2247	17	0.22	340	Madison St & Clinton St
2275	17	0.55	341	Stanton St & Mangin St
2308	17	0.88	342	Columbia St & Rivington St
2335	17	1.86	345	W 13 St & 6 Ave
2366	17	2.63	346	Bank St & Hudson St
2368	17	0.22	347	W Houston St & Hudson St
2417	17	3.72	348	W Broadway & Spring St
2440	17	0	349	Rivington St and Ridge St
2456	17	0.11	350	Clinton St & Grand St
2474	17	0.22	351	Front St & Maiden Ln
2501	17	19.93	352	W 56 St & 6 Ave
2532	17	0.11	355	Bayard St & Baxter St
2555	17	0.44	356	Bialystoker Pl & Delancey St
2578	17	0	357	E 11 St & Broadway
2610	17	11.06	358	Christopher St & Greenwich St
2633	17	0	359	E 47 St & Park Av
2654	17	0.11	360	William St & Pine St
2690	17	0.55	361	Allen St & Hester St
2722	17	0.22	362	Broadway & W 37 St
2740	17	1.53	363	West Thames St
2767	17	0.11	367	E 53 St and Lexington Ave
2789	17	6.35	368	Carmine St & 6 Ave
2812	17	0.55	369	Washington Pl & 6 Ave
2848	17	2.74	375	Mercer St & Bleecker St
2866	17	0.11	376	John St & William St
2903	17	0	377	6 Ave & Canal St
2922	17	27.27	379	W 31 St & 7 Ave
2939	17	0.88	380	W 4 St & 7 Ave S
2965	17	8.21	382	University Pl & E 14 St
2992	17	1.2	383	Greenwich Ave & 7 Ave
3018	17	1.31	385	E 55 St & 2 Ave
3043	17	0.44	386	Centre St & Worth St
3069	17	0.88	387	Centre St & Chambers St
3096	17	1.1	388	W 26 St & 10 Ave
3124	17	0	393	E 5 St & Avenue C
3147	17	1.42	394	E 9 St & Avenue C
3195	17	0.55	400	Pitt St & Stanton St
3205	17	18.73	401	Allen St & Rivington St
3229	17	0.24	402	Broadway & E 22 St
3271	17	0.66	405	Washington St & Gansevoort St
3300	17	1.1	408	Market St & Cherry St
3315	17	0	410	Suffolk St & Stanton St
3353	17	0.22	411	E 6 St & Avenue D
3375	17	0.88	412	Forsyth St & Canal St
3400	17	0	415	Pearl St & Hanover Square
3418	17	5.04	417	Barclay St & Church St
3436	17	0	422	W 59 St & 10 Ave
3467	17	0	423	W 54 St & 9 Ave
3494	17	3.5	426	West St & Chambers St
3532	17	0.33	427	State St
3550	17	1.97	428	E 3 St & 1 Ave
3586	17	11.5	432	E 7 St & Avenue A
3608	17	1.31	433	E 13 St & Avenue A
3631	17	2.19	434	9 Ave & W 18 St
3659	17	0.88	435	W 21 St & 6 Ave
3680	17	2.74	438	St Marks Pl & 1 Ave
3711	17	0.99	439	E 4 St & 2 Ave
3724	17	0	440	E 45 St & 3 Ave
3761	17	0	441	E 52 St & 2 Ave
3784	17	21.47	442	W 27 St & 7 Ave
3815	17	0	444	Broadway & W 24 St
3837	17	2.08	445	E 10 St & Avenue A
3860	17	10.08	446	W 24 St & 7 Ave
3879	17	0	447	8  Ave & W 52 St
3910	17	11.61	448	W 37 St & 10 Ave
3937	17	0.11	449	52 St & 9 Ave
3953	17	7.56	453	W 22 St & 8 Ave
3994	17	1.86	455	1 Ave & E 44 St
4017	17	0	456	E 53 St & Madison Ave
4031	17	0	457	Broadway & W 57 St
4072	17	0	458	W 22 St & 11 Ave
4094	17	4.16	459	W 18 St & 11 Ave
4121	17	0.33	461	E 20 St & 2 Ave
4153	17	10.08	462	W 22 St & 10 Ave
4183	17	1.97	463	9 Ave & W 16 St
4193	17	21.36	465	Broadway & W 41 St
4220	17	0.44	466	W 25 St & 6 Ave
4250	17	0.66	468	Broadway & W 55 St
4288	17	0	469	Broadway & W 53 St
4311	17	1.86	470	W 20 St & 8 Ave
4340	17	0	472	E 32 St & Park Av
4367	17	1.2	473	Rivington St & Chrystie St
4390	17	0	474	5 Ave & E 29 St
4403	17	0	475	E 16 St & Irving Pl
4443	17	1.42	476	E 31 St & 3 Ave
4470	17	16.1	477	W 41 St & 8 Ave
4474	17	4.05	478	11 Ave & W 41 St
4506	17	0.88	479	9 Ave & W 45 St
4528	17	0.44	480	W 53 St & 10 Ave
4557	17	2.19	482	W 15 St & 7 Ave
4598	17	0.55	483	E 12 St & 3 Ave
4625	17	0	484	W 44 St & 5 Ave
4643	17	0	485	W 37 St & 5 Ave
4670	17	0.22	486	Broadway & W 29 St
4684	17	15.12	487	E 20 St & FDR Drive
4729	17	11.06	488	W 39 St & 9 Ave
4742	17	1.53	489	10 Ave & W 28 St
4767	17	11.28	490	W 33 St & 8 Ave
4794	17	0	491	E 24 St & Park Ave S
4821	17	21.36	492	W 33 St & 7 Ave
4850	17	0	493	W 45 St & 6 Ave
4873	17	5.59	494	W 26 St & 8 Ave
4899	17	0.99	495	W 47 St & 10 Ave
4921	17	0.99	496	E 16 St & 5 Ave
4958	17	1.53	497	E 17 St & Broadway
4980	17	3.5	498	Broadway & W 32 St
5003	17	0	499	Broadway & W 60 St
5023	17	0.22	500	Broadway & W 51 St
5055	17	1.1	501	FDR Drive & E 35 St
5075	17	0.11	503	E 20 St & Park Ave
5107	17	18.07	504	1 Ave & E 15 St
5129	17	10.51	505	6 Ave & W 33 St
5156	17	0	507	E 25 St & 2 Ave
5179	17	0	508	W 46 St & 11 Ave
5210	17	14.02	509	9 Ave & W 22 St
5242	17	36.36	510	W 51 St & 6 Ave
5256	17	3.18	511	E 14 St & Avenue B
5287	17	0	513	W 56 St & 10 Ave
5307	17	0.66	514	12 Ave & W 40 St
5337	17	0.88	515	W 43 St & 10 Ave
5364	17	6.13	516	E 47 St & 1 Ave
5391	17	0.77	517	Pershing Square S
5418	17	0.22	518	E 39 St & 2 Ave
5454	17	1.1	519	Pershing Square N
5468	17	0	520	W 52 St & 5 Ave
5490	17	8	521	8 Ave & W 31 St
5523	17	14.35	522	E 51 St & Lexington Ave
5555	17	1.1	523	W 38 St & 8 Ave
5571	17	0.22	524	W 43 St & 6 Ave
5602	17	0	525	W 34 St & 11 Ave
5629	17	0	526	E 33 St & 5 Ave
5652	17	0	527	E 33 St & 1 Ave
5674	17	0	528	2 Ave & E 30 St
5698	17	33.52	529	W 42 St & 8 Ave
5721	17	0	530	11 Av & 59 St
5769	17	0	531	Forsyth St & Broome St
5776	17	0	533	Broadway & W 39 St
5803	17	0.22	534	Water - Whitehall Plaza
5825	17	0.11	536	1 Ave & E 30 St
5852	17	5.91	537	Lexington Ave & E 24 St
5880	17	0.88	540	Lexington Ave & E 26 St
5903	17	26.18	545	E 23 St & 1 Ave
5939	17	0.33	546	E 30 St & Park Ave S
5962	17	14.9	2003	1 Ave & 18 St
5983	17	0.33	2004	Spring St & 6 Ave
6013	17	0.33	2006	Central Park S & 6 Ave
6045	17	0	2017	E 43 St & 2 Ave
6069	17	0	2021	W 45 St & 8 Ave
6091	17	0	2023	E 55 St & Lexington Ave
6111	17	0.99	3002	South End Av & Liberty St
6139	17	0.33	2009	Catherine St & Monroe St
6167	17	1.53	2010	Grand St & Greene St
6191	17	0	2022	E 59 St & Sutton Pl
6221	17	0.55	502	E Broadway & Grand St
6247	17	0.11	2012	E 27 St & 1 Ave
6270	17	4.38	2008	Little West St & 1 Pl
6294	17	4.38	3016	W 23 & 8 Ave
6336	17	5.66	3131	Coming soon: E 63 St & York Ave 
6346	17	0	3132	E 59 St & Madison Ave
6389	17	0.55	3134	3 Ave & E 62 St
