id	variable	value	cluster	label
599	36	1	0	2	Great Jones St
600	36	12	16.03	2	Great Jones St
601	49	17	1.42	2	Laight St & Hudson St
602	49	14	6	2	Laight St & Hudson St
603	49	13	7.41	2	Laight St & Hudson St
604	49	21	0.77	2	Laight St & Hudson St
605	49	6	0.76	2	Laight St & Hudson St
606	49	1	0.33	2	Laight St & Hudson St
607	49	23	0.79	2	Laight St & Hudson St
608	49	2	0	2	Laight St & Hudson St
609	49	7	2.51	2	Laight St & Hudson St
610	49	5	0	2	Laight St & Hudson St
611	49	10	19.61	2	Laight St & Hudson St
612	49	8	5.79	2	Laight St & Hudson St
613	49	22	1.21	2	Laight St & Hudson St
614	49	18	0	2	Laight St & Hudson St
615	49	9	15.25	2	Laight St & Hudson St
616	49	19	0	2	Laight St & Hudson St
617	49	12	10.8	2	Laight St & Hudson St
618	49	3	0	2	Laight St & Hudson St
619	49	4	0	2	Laight St & Hudson St
620	49	0	0.67	2	Laight St & Hudson St
621	49	20	1.42	2	Laight St & Hudson St
622	49	15	4.47	2	Laight St & Hudson St
623	49	11	15.36	2	Laight St & Hudson St
624	49	16	5.34	2	Laight St & Hudson St
625	50	2	0	2	Harrison St & Hudson St
626	50	5	0	2	Harrison St & Hudson St
627	50	21	1.05	2	Harrison St & Hudson St
628	50	6	1.74	2	Harrison St & Hudson St
629	50	17	6.33	2	Harrison St & Hudson St
630	50	10	43.4	2	Harrison St & Hudson St
631	50	23	0.18	2	Harrison St & Hudson St
632	50	14	14.06	2	Harrison St & Hudson St
633	50	1	0	2	Harrison St & Hudson St
634	50	19	0	2	Harrison St & Hudson St
635	50	13	25.69	2	Harrison St & Hudson St
636	50	7	9.9	2	Harrison St & Hudson St
637	50	22	0.7	2	Harrison St & Hudson St
638	50	9	57.64	2	Harrison St & Hudson St
639	50	11	30.21	2	Harrison St & Hudson St
640	50	20	1.23	2	Harrison St & Hudson St
641	50	3	0	2	Harrison St & Hudson St
642	50	4	0	2	Harrison St & Hudson St
643	50	18	0.53	2	Harrison St & Hudson St
644	50	8	31.94	2	Harrison St & Hudson St
645	50	12	22.74	2	Harrison St & Hudson St
646	50	15	20.74	2	Harrison St & Hudson St
647	50	16	13.68	2	Harrison St & Hudson St
648	50	0	0	2	Harrison St & Hudson St
649	51	2	0	2	Lafayette St & Jersey St
650	51	22	0	2	Lafayette St & Jersey St
651	51	6	0	2	Lafayette St & Jersey St
652	51	10	5.66	2	Lafayette St & Jersey St
653	51	5	0	2	Lafayette St & Jersey St
654	51	21	0	2	Lafayette St & Jersey St
655	51	1	0	2	Lafayette St & Jersey St
656	51	19	0	2	Lafayette St & Jersey St
657	51	23	0	2	Lafayette St & Jersey St
658	51	17	0.33	2	Lafayette St & Jersey St
659	51	13	1.53	2	Lafayette St & Jersey St
660	51	18	0	2	Lafayette St & Jersey St
661	51	9	5.66	2	Lafayette St & Jersey St
662	51	0	0	2	Lafayette St & Jersey St
663	51	7	0	2	Lafayette St & Jersey St
664	51	15	0.76	2	Lafayette St & Jersey St
665	51	11	4.36	2	Lafayette St & Jersey St
666	51	20	0	2	Lafayette St & Jersey St
667	51	14	0.76	2	Lafayette St & Jersey St
668	51	4	0	2	Lafayette St & Jersey St
669	51	8	0.44	2	Lafayette St & Jersey St
670	51	3	0	2	Lafayette St & Jersey St
671	51	16	0.76	2	Lafayette St & Jersey St
672	51	12	1.74	2	Lafayette St & Jersey St
673	52	2	6.23	2	Mott St & Prince St
674	52	5	1.85	2	Mott St & Prince St
675	52	10	10.46	2	Mott St & Prince St
676	52	23	3.83	2	Mott St & Prince St
677	52	14	8.62	2	Mott St & Prince St
678	52	17	13.14	2	Mott St & Prince St
679	52	9	4.25	2	Mott St & Prince St
680	52	21	4.06	2	Mott St & Prince St
681	52	7	0.98	2	Mott St & Prince St
682	52	15	8.29	2	Mott St & Prince St
683	52	19	7.13	2	Mott St & Prince St
684	52	11	9.59	2	Mott St & Prince St
685	52	6	0.98	2	Mott St & Prince St
686	52	22	3.07	2	Mott St & Prince St
687	52	1	6.96	2	Mott St & Prince St
688	52	18	8.82	2	Mott St & Prince St
689	52	8	0.66	2	Mott St & Prince St
690	52	13	11.55	2	Mott St & Prince St
691	52	16	7.3	2	Mott St & Prince St
692	52	4	3.38	2	Mott St & Prince St
693	52	3	4.36	2	Mott St & Prince St
694	52	20	3.83	2	Mott St & Prince St
695	52	0	7	2	Mott St & Prince St
696	52	12	10.03	2	Mott St & Prince St
697	53	5	1.2	2	MacDougal St & Washington Sq
698	53	19	12.06	2	MacDougal St & Washington Sq
699	53	2	0.66	2	MacDougal St & Washington Sq
700	53	7	0.98	2	MacDougal St & Washington Sq
701	53	1	1.1	2	MacDougal St & Washington Sq
702	53	9	0.87	2	MacDougal St & Washington Sq
703	53	6	1.2	2	MacDougal St & Washington Sq
704	53	10	1.85	2	MacDougal St & Washington Sq
705	53	15	3.05	2	MacDougal St & Washington Sq
706	53	11	1.85	2	MacDougal St & Washington Sq
707	53	21	5.7	2	MacDougal St & Washington Sq
708	53	17	2.3	2	MacDougal St & Washington Sq
709	53	14	2.18	2	MacDougal St & Washington Sq
710	53	18	5.51	2	MacDougal St & Washington Sq
711	53	23	1.69	2	MacDougal St & Washington Sq
712	53	3	0.65	2	MacDougal St & Washington Sq
713	53	13	2.29	2	MacDougal St & Washington Sq
714	53	4	0.76	2	MacDougal St & Washington Sq
715	53	16	1.31	2	MacDougal St & Washington Sq
716	53	22	3.95	2	MacDougal St & Washington Sq
717	53	20	11.28	2	MacDougal St & Washington Sq
718	53	0	1.22	2	MacDougal St & Washington Sq
719	53	8	0.44	2	MacDougal St & Washington Sq
720	53	12	1.85	2	MacDougal St & Washington Sq
721	54	17	0.44	2	W 13 St & 5 Ave
722	54	2	0	2	W 13 St & 5 Ave
723	54	15	1.31	2	W 13 St & 5 Ave
724	54	5	0	2	W 13 St & 5 Ave
725	54	14	1.74	2	W 13 St & 5 Ave
726	54	10	3.59	2	W 13 St & 5 Ave
727	54	13	1.74	2	W 13 St & 5 Ave
728	54	1	0.11	2	W 13 St & 5 Ave
729	54	23	0	2	W 13 St & 5 Ave
730	54	7	0	2	W 13 St & 5 Ave
731	54	3	0	2	W 13 St & 5 Ave
732	54	22	0.11	2	W 13 St & 5 Ave
733	54	9	1.31	2	W 13 St & 5 Ave
734	54	21	0	2	W 13 St & 5 Ave
735	54	6	0.11	2	W 13 St & 5 Ave
736	54	16	0.54	2	W 13 St & 5 Ave
737	54	19	0.88	2	W 13 St & 5 Ave
738	54	11	3.38	2	W 13 St & 5 Ave
739	54	20	0.33	2	W 13 St & 5 Ave
740	54	12	2.51	2	W 13 St & 5 Ave
741	54	18	0.99	2	W 13 St & 5 Ave
742	54	4	0.11	2	W 13 St & 5 Ave
743	54	8	0.22	2	W 13 St & 5 Ave
744	54	0	0	2	W 13 St & 5 Ave
745	55	7	0.11	2	W 11 St & 6 Ave
746	55	10	0	2	W 11 St & 6 Ave
747	55	17	1.2	2	W 11 St & 6 Ave
748	55	21	2.96	2	W 11 St & 6 Ave
749	55	3	0	2	W 11 St & 6 Ave
750	55	1	1.33	2	W 11 St & 6 Ave
751	55	19	7.46	2	W 11 St & 6 Ave
752	55	2	0	2	W 11 St & 6 Ave
753	55	6	0.11	2	W 11 St & 6 Ave
754	55	14	0.44	2	W 11 St & 6 Ave
755	55	18	2.43	2	W 11 St & 6 Ave
756	55	5	0	2	W 11 St & 6 Ave
757	55	23	2.36	2	W 11 St & 6 Ave
758	55	16	0	2	W 11 St & 6 Ave
759	55	15	0.33	2	W 11 St & 6 Ave
760	55	11	0	2	W 11 St & 6 Ave
761	55	9	0	2	W 11 St & 6 Ave
762	55	20	4.49	2	W 11 St & 6 Ave
763	55	22	1.75	2	W 11 St & 6 Ave
764	55	4	0	2	W 11 St & 6 Ave
765	55	8	0.22	2	W 11 St & 6 Ave
766	55	13	0.44	2	W 11 St & 6 Ave
767	55	0	2.22	2	W 11 St & 6 Ave
768	55	12	0	2	W 11 St & 6 Ave
769	56	2	0.66	2	Lispenard St & Broadway
770	56	10	22.55	2	Lispenard St & Broadway
771	56	1	0.66	2	Lispenard St & Broadway
772	56	9	7.95	2	Lispenard St & Broadway
773	56	3	0.65	2	Lispenard St & Broadway
774	56	7	0.44	2	Lispenard St & Broadway
775	56	19	0.33	2	Lispenard St & Broadway
776	56	6	0.33	2	Lispenard St & Broadway
777	56	14	9.71	2	Lispenard St & Broadway
778	56	18	0.11	2	Lispenard St & Broadway
779	56	23	1.13	2	Lispenard St & Broadway
780	56	5	0.65	2	Lispenard St & Broadway
781	56	17	1.86	2	Lispenard St & Broadway
782	56	4	0.65	2	Lispenard St & Broadway
783	56	11	18.85	2	Lispenard St & Broadway
784	56	20	0.22	2	Lispenard St & Broadway
785	56	16	7.19	2	Lispenard St & Broadway
786	56	15	10.47	2	Lispenard St & Broadway
787	56	8	1.31	2	Lispenard St & Broadway
788	56	21	0	2	Lispenard St & Broadway
789	56	22	0.33	2	Lispenard St & Broadway
790	56	12	13.2	2	Lispenard St & Broadway
791	56	13	10.89	2	Lispenard St & Broadway
792	56	0	0.67	2	Lispenard St & Broadway
793	58	10	26.03	2	South St & Whitehall St
794	58	6	0	2	South St & Whitehall St
795	58	15	4.03	2	South St & Whitehall St
796	58	1	0	2	South St & Whitehall St
797	58	14	7.96	2	South St & Whitehall St
798	58	19	0	2	South St & Whitehall St
799	58	20	0	2	South St & Whitehall St
800	58	3	0	2	South St & Whitehall St
801	58	11	22.98	2	South St & Whitehall St
802	58	23	0	2	South St & Whitehall St
803	58	21	0	2	South St & Whitehall St
804	58	22	0	2	South St & Whitehall St
805	58	7	0	2	South St & Whitehall St
806	58	2	0	2	South St & Whitehall St
807	58	12	14.39	2	South St & Whitehall St
808	58	9	10.46	2	South St & Whitehall St
809	58	5	0	2	South St & Whitehall St
810	58	17	0	2	South St & Whitehall St
811	58	8	0.33	2	South St & Whitehall St
812	58	16	2.51	2	South St & Whitehall St
813	58	13	13.18	2	South St & Whitehall St
814	58	4	0	2	South St & Whitehall St
815	58	18	0	2	South St & Whitehall St
816	58	0	0	2	South St & Whitehall St
817	59	23	0	2	Broad St & Bridge St
818	59	22	0.13	2	Broad St & Bridge St
819	59	15	3.03	2	Broad St & Bridge St
820	59	18	0	2	Broad St & Bridge St
821	59	12	6.45	2	Broad St & Bridge St
822	59	13	7.45	2	Broad St & Bridge St
823	59	9	11.36	2	Broad St & Bridge St
824	59	1	0	2	Broad St & Bridge St
825	59	19	0	2	Broad St & Bridge St
826	59	0	0	2	Broad St & Bridge St
827	59	16	1.26	2	Broad St & Bridge St
828	59	11	7.2	2	Broad St & Bridge St
829	59	8	1.52	2	Broad St & Bridge St
830	59	20	0.13	2	Broad St & Bridge St
831	59	4	0	2	Broad St & Bridge St
832	59	10	6.06	2	Broad St & Bridge St
833	59	2	0	2	Broad St & Bridge St
834	59	3	0	2	Broad St & Bridge St
835	59	14	7.84	2	Broad St & Bridge St
836	59	7	0	2	Broad St & Bridge St
837	59	5	0	2	Broad St & Bridge St
838	59	17	0.51	2	Broad St & Bridge St
839	59	21	0	2	Broad St & Bridge St
840	59	6	0	2	Broad St & Bridge St
841	62	11	0.98	2	Elizabeth St & Hester St
842	62	1	2.87	2	Elizabeth St & Hester St
843	62	5	2.51	2	Elizabeth St & Hester St
844	62	4	2.72	2	Elizabeth St & Hester St
845	62	20	1.53	2	Elizabeth St & Hester St
846	62	14	1.85	2	Elizabeth St & Hester St
847	62	8	1.64	2	Elizabeth St & Hester St
848	62	17	1.75	2	Elizabeth St & Hester St
849	62	7	1.85	2	Elizabeth St & Hester St
850	62	21	1.54	2	Elizabeth St & Hester St
851	62	15	1.09	2	Elizabeth St & Hester St
852	62	0	2.11	2	Elizabeth St & Hester St
853	62	9	1.09	2	Elizabeth St & Hester St
854	62	16	0.98	2	Elizabeth St & Hester St
855	62	3	3.05	2	Elizabeth St & Hester St
856	62	2	2.95	2	Elizabeth St & Hester St
857	62	12	1.31	2	Elizabeth St & Hester St
858	62	22	0.99	2	Elizabeth St & Hester St
859	62	23	1.69	2	Elizabeth St & Hester St
860	62	13	1.31	2	Elizabeth St & Hester St
861	62	6	0.87	2	Elizabeth St & Hester St
862	62	19	0.77	2	Elizabeth St & Hester St
863	62	18	1.65	2	Elizabeth St & Hester St
864	62	10	2.29	2	Elizabeth St & Hester St
865	63	1	2.65	2	Maiden Ln & Pearl St
866	63	5	0.54	2	Maiden Ln & Pearl St
867	63	0	2.56	2	Maiden Ln & Pearl St
868	63	20	1.42	2	Maiden Ln & Pearl St
869	63	7	0.87	2	Maiden Ln & Pearl St
870	63	9	29.08	2	Maiden Ln & Pearl St
871	63	13	20.15	2	Maiden Ln & Pearl St
872	63	16	6.43	2	Maiden Ln & Pearl St
873	63	21	1.21	2	Maiden Ln & Pearl St
874	63	4	1.85	2	Maiden Ln & Pearl St
875	63	8	4.26	2	Maiden Ln & Pearl St
876	63	3	1.96	2	Maiden Ln & Pearl St
877	63	18	0	2	Maiden Ln & Pearl St
878	63	17	0.44	2	Maiden Ln & Pearl St
879	63	6	0.33	2	Maiden Ln & Pearl St
880	63	14	16.47	2	Maiden Ln & Pearl St
881	63	23	3.72	2	Maiden Ln & Pearl St
882	63	15	18.21	2	Maiden Ln & Pearl St
883	63	12	18.43	2	Maiden Ln & Pearl St
884	63	11	25.82	2	Maiden Ln & Pearl St
885	63	22	3.18	2	Maiden Ln & Pearl St
886	63	19	0	2	Maiden Ln & Pearl St
887	63	2	2.62	2	Maiden Ln & Pearl St
888	63	10	36.38	2	Maiden Ln & Pearl St
889	64	4	5.23	2	Stanton St & Chrystie St
890	64	1	8.18	2	Stanton St & Chrystie St
891	64	5	4.47	2	Stanton St & Chrystie St
892	64	17	1.53	2	Stanton St & Chrystie St
893	64	8	1.97	2	Stanton St & Chrystie St
894	64	0	7.89	2	Stanton St & Chrystie St
895	64	13	0.65	2	Stanton St & Chrystie St
896	64	9	0.33	2	Stanton St & Chrystie St
897	64	6	8.07	2	Stanton St & Chrystie St
898	64	14	0.65	2	Stanton St & Chrystie St
899	64	7	9.15	2	Stanton St & Chrystie St
900	64	20	13.47	2	Stanton St & Chrystie St
901	64	21	12.17	2	Stanton St & Chrystie St
902	64	10	0.44	2	Stanton St & Chrystie St
903	64	16	0.33	2	Stanton St & Chrystie St
904	64	15	0.65	2	Stanton St & Chrystie St
905	64	12	0.33	2	Stanton St & Chrystie St
906	64	2	6.99	2	Stanton St & Chrystie St
907	64	19	13.49	2	Stanton St & Chrystie St
908	64	18	4.08	2	Stanton St & Chrystie St
909	64	11	0.11	2	Stanton St & Chrystie St
910	64	3	6.43	2	Stanton St & Chrystie St
911	64	22	9.98	2	Stanton St & Chrystie St
912	64	23	5.52	2	Stanton St & Chrystie St
913	67	17	8.87	2	Howard St & Centre St
914	67	1	8.29	2	Howard St & Centre St
915	67	2	8.52	2	Howard St & Centre St
916	67	4	8.5	2	Howard St & Centre St
917	67	5	8.5	2	Howard St & Centre St
918	67	21	8.55	2	Howard St & Centre St
919	67	8	11.9	2	Howard St & Centre St
920	67	18	8.71	2	Howard St & Centre St
921	67	20	8.76	2	Howard St & Centre St
922	67	19	8.55	2	Howard St & Centre St
923	67	6	8.51	2	Howard St & Centre St
924	67	0	8.11	2	Howard St & Centre St
925	67	22	9.65	2	Howard St & Centre St
926	67	15	17.01	2	Howard St & Centre St
927	67	9	23.86	2	Howard St & Centre St
928	67	14	17.88	2	Howard St & Centre St
929	67	7	8.93	2	Howard St & Centre St
930	67	3	8.5	2	Howard St & Centre St
931	67	12	19.74	2	Howard St & Centre St
932	67	13	18.95	2	Howard St & Centre St
933	67	16	12.64	2	Howard St & Centre St
934	67	11	24.4	2	Howard St & Centre St
935	67	10	28	2	Howard St & Centre St
936	67	23	9.01	2	Howard St & Centre St
937	72	1	3.31	2	Duane St & Greenwich St
938	72	8	4.8	2	Duane St & Greenwich St
939	72	4	3.92	2	Duane St & Greenwich St
940	72	5	2.51	2	Duane St & Greenwich St
941	72	6	2.29	2	Duane St & Greenwich St
942	72	14	7.96	2	Duane St & Greenwich St
943	72	18	2.43	2	Duane St & Greenwich St
944	72	20	3.94	2	Duane St & Greenwich St
945	72	17	8.65	2	Duane St & Greenwich St
946	72	13	11.55	2	Duane St & Greenwich St
947	72	0	3.22	2	Duane St & Greenwich St
948	72	15	14.72	2	Duane St & Greenwich St
949	72	2	3.93	2	Duane St & Greenwich St
950	72	10	9.91	2	Duane St & Greenwich St
951	72	7	4.79	2	Duane St & Greenwich St
952	72	22	1.97	2	Duane St & Greenwich St
953	72	23	2.03	2	Duane St & Greenwich St
954	72	21	3.07	2	Duane St & Greenwich St
955	72	9	7.63	2	Duane St & Greenwich St
956	72	3	3.92	2	Duane St & Greenwich St
957	72	12	13.3	2	Duane St & Greenwich St
958	72	11	11.66	2	Duane St & Greenwich St
959	72	16	12.42	2	Duane St & Greenwich St
960	72	19	2.19	2	Duane St & Greenwich St
961	75	1	1.44	2	E 10 St & 5 Ave
962	75	0	2	2	E 10 St & 5 Ave
963	75	6	0.65	2	E 10 St & 5 Ave
964	75	8	0	2	E 10 St & 5 Ave
965	75	7	0	2	E 10 St & 5 Ave
966	75	18	1.43	2	E 10 St & 5 Ave
967	75	17	1.75	2	E 10 St & 5 Ave
968	75	10	1.09	2	E 10 St & 5 Ave
969	75	14	1.96	2	E 10 St & 5 Ave
970	75	3	1.31	2	E 10 St & 5 Ave
971	75	2	1.86	2	E 10 St & 5 Ave
972	75	21	1.21	2	E 10 St & 5 Ave
973	75	13	1.09	2	E 10 St & 5 Ave
974	75	16	2.51	2	E 10 St & 5 Ave
975	75	20	3.4	2	E 10 St & 5 Ave
976	75	19	4.17	2	E 10 St & 5 Ave
977	75	9	0.44	2	E 10 St & 5 Ave
978	75	22	2.96	2	E 10 St & 5 Ave
979	75	5	1.31	2	E 10 St & 5 Ave
980	75	12	1.53	2	E 10 St & 5 Ave
981	75	23	4.05	2	E 10 St & 5 Ave
982	75	15	0.76	2	E 10 St & 5 Ave
983	75	11	1.2	2	E 10 St & 5 Ave
984	75	4	1.31	2	E 10 St & 5 Ave
985	76	8	6.33	2	Grand Army Plaza & Central Park S
986	76	6	0	2	Grand Army Plaza & Central Park S
987	76	5	0	2	Grand Army Plaza & Central Park S
988	76	17	0	2	Grand Army Plaza & Central Park S
989	76	2	0	2	Grand Army Plaza & Central Park S
990	76	19	0	2	Grand Army Plaza & Central Park S
991	76	10	19.5	2	Grand Army Plaza & Central Park S
992	76	0	0	2	Grand Army Plaza & Central Park S
993	76	18	0	2	Grand Army Plaza & Central Park S
994	76	20	0	2	Grand Army Plaza & Central Park S
995	76	21	0	2	Grand Army Plaza & Central Park S
996	76	14	1.2	2	Grand Army Plaza & Central Park S
997	76	1	0	2	Grand Army Plaza & Central Park S
998	76	15	0.33	2	Grand Army Plaza & Central Park S
999	76	12	2.51	2	Grand Army Plaza & Central Park S
1000	76	13	2.29	2	Grand Army Plaza & Central Park S
1001	76	3	0	2	Grand Army Plaza & Central Park S
1002	76	22	0	2	Grand Army Plaza & Central Park S
1003	76	11	7.19	2	Grand Army Plaza & Central Park S
1004	76	9	30.28	2	Grand Army Plaza & Central Park S
1005	76	7	0.22	2	Grand Army Plaza & Central Park S
1006	76	23	0	2	Grand Army Plaza & Central Park S
1007	76	4	0	2	Grand Army Plaza & Central Park S
1008	76	16	0	2	Grand Army Plaza & Central Park S
1009	78	19	9.1	2	Greenwich Ave & 8 Ave
1010	78	18	7.28	2	Greenwich Ave & 8 Ave
1011	78	7	2.18	2	Greenwich Ave & 8 Ave
1012	78	20	7.01	2	Greenwich Ave & 8 Ave
1013	78	9	0.33	2	Greenwich Ave & 8 Ave
1014	78	21	5.81	2	Greenwich Ave & 8 Ave
1015	78	17	6.79	2	Greenwich Ave & 8 Ave
1016	78	15	2.29	2	Greenwich Ave & 8 Ave
1017	78	8	0.66	2	Greenwich Ave & 8 Ave
1018	78	10	0.76	2	Greenwich Ave & 8 Ave
1019	78	14	1.42	2	Greenwich Ave & 8 Ave
1020	78	22	5.04	2	Greenwich Ave & 8 Ave
1021	78	1	4.86	2	Greenwich Ave & 8 Ave
1022	78	2	2.73	2	Greenwich Ave & 8 Ave
1023	78	13	1.74	2	Greenwich Ave & 8 Ave
1024	78	23	4.84	2	Greenwich Ave & 8 Ave
1025	78	4	1.31	2	Greenwich Ave & 8 Ave
1026	78	12	1.09	2	Greenwich Ave & 8 Ave
1027	78	0	6.44	2	Greenwich Ave & 8 Ave
1028	78	3	1.74	2	Greenwich Ave & 8 Ave
1029	78	11	0.98	2	Greenwich Ave & 8 Ave
1030	78	5	1.09	2	Greenwich Ave & 8 Ave
1031	78	6	2.4	2	Greenwich Ave & 8 Ave
1032	78	16	2.29	2	Greenwich Ave & 8 Ave
1033	79	18	0	2	Broadway & E 14 St
1034	79	14	3.49	2	Broadway & E 14 St
1035	79	22	0	2	Broadway & E 14 St
1036	79	15	2.84	2	Broadway & E 14 St
1037	79	6	0	2	Broadway & E 14 St
1038	79	21	0.44	2	Broadway & E 14 St
1039	79	7	0.11	2	Broadway & E 14 St
1040	79	13	2.07	2	Broadway & E 14 St
1041	79	20	0.22	2	Broadway & E 14 St
1042	79	0	0	2	Broadway & E 14 St
1043	79	23	0	2	Broadway & E 14 St
1044	79	11	1.96	2	Broadway & E 14 St
1045	79	19	0.55	2	Broadway & E 14 St
1046	79	4	0	2	Broadway & E 14 St
1047	79	3	0	2	Broadway & E 14 St
1048	79	10	2.29	2	Broadway & E 14 St
1049	79	2	0	2	Broadway & E 14 St
1050	79	9	3.81	2	Broadway & E 14 St
1051	79	1	0	2	Broadway & E 14 St
1052	79	17	0.55	2	Broadway & E 14 St
1053	79	12	2.07	2	Broadway & E 14 St
1054	79	8	2.4	2	Broadway & E 14 St
1055	79	16	0.98	2	Broadway & E 14 St
1056	79	5	0	2	Broadway & E 14 St
1057	85	23	8.9	2	Pike St & E Broadway
1058	85	4	3.92	2	Pike St & E Broadway
1059	85	3	14.49	2	Pike St & E Broadway
1060	85	16	0.44	2	Pike St & E Broadway
1061	85	21	3.29	2	Pike St & E Broadway
1062	85	20	1.42	2	Pike St & E Broadway
1063	85	7	1.2	2	Pike St & E Broadway
1064	85	2	20.87	2	Pike St & E Broadway
1065	85	0	13.33	2	Pike St & E Broadway
1066	85	15	0.22	2	Pike St & E Broadway
1067	85	10	0.11	2	Pike St & E Broadway
1068	85	12	0	2	Pike St & E Broadway
1069	85	5	14.81	2	Pike St & E Broadway
1070	85	8	0.87	2	Pike St & E Broadway
1071	85	11	0	2	Pike St & E Broadway
1072	85	19	0.44	2	Pike St & E Broadway
1073	85	1	20.11	2	Pike St & E Broadway
1074	85	9	0	2	Pike St & E Broadway
1075	85	13	0.22	2	Pike St & E Broadway
1076	85	17	0	2	Pike St & E Broadway
1077	85	18	0	2	Pike St & E Broadway
1078	85	6	6.32	2	Pike St & E Broadway
1079	85	14	0.44	2	Pike St & E Broadway
1080	85	22	6.58	2	Pike St & E Broadway
1081	86	3	4.14	2	Division St & Bowery
1082	86	10	0.11	2	Division St & Bowery
1083	86	16	0.87	2	Division St & Bowery
1084	86	8	0	2	Division St & Bowery
1085	86	20	4.82	2	Division St & Bowery
1086	86	7	0	2	Division St & Bowery
1087	86	4	3.92	2	Division St & Bowery
1088	86	23	1.35	2	Division St & Bowery
1089	86	15	2.62	2	Division St & Bowery
1090	86	19	2.3	2	Division St & Bowery
1091	86	0	1.78	2	Division St & Bowery
1092	86	21	0.77	2	Division St & Bowery
1093	86	13	1.53	2	Division St & Bowery
1094	86	17	0.55	2	Division St & Bowery
1095	86	5	2.4	2	Division St & Bowery
1096	86	2	2.84	2	Division St & Bowery
1097	86	6	0	2	Division St & Bowery
1098	86	11	1.63	2	Division St & Bowery
1099	86	12	1.53	2	Division St & Bowery
1100	86	18	2.43	2	Division St & Bowery
1101	86	9	0	2	Division St & Bowery
1102	86	1	3.54	2	Division St & Bowery
1103	86	14	2.62	2	Division St & Bowery
1104	86	22	1.32	2	Division St & Bowery
1105	87	4	1.85	2	E 15 St & 3 Ave
1106	87	21	4.28	2	E 15 St & 3 Ave
1107	87	15	0	2	E 15 St & 3 Ave
1108	87	7	0.54	2	E 15 St & 3 Ave
1109	87	3	1.31	2	E 15 St & 3 Ave
1110	87	16	0	2	E 15 St & 3 Ave
1111	87	8	0.33	2	E 15 St & 3 Ave
1112	87	17	0.22	2	E 15 St & 3 Ave
1113	87	12	0	2	E 15 St & 3 Ave
1114	87	2	1.31	2	E 15 St & 3 Ave
1115	87	23	2.93	2	E 15 St & 3 Ave
1116	87	20	4.71	2	E 15 St & 3 Ave
1117	87	10	0	2	E 15 St & 3 Ave
1118	87	5	2.07	2	E 15 St & 3 Ave
1119	87	9	0.11	2	E 15 St & 3 Ave
1120	87	11	0	2	E 15 St & 3 Ave
1121	87	1	0.66	2	E 15 St & 3 Ave
1122	87	19	3.4	2	E 15 St & 3 Ave
1123	87	0	1.11	2	E 15 St & 3 Ave
1124	87	13	0	2	E 15 St & 3 Ave
1125	87	6	1.85	2	E 15 St & 3 Ave
1126	87	18	1.21	2	E 15 St & 3 Ave
1127	87	22	3.18	2	E 15 St & 3 Ave
1128	87	14	0	2	E 15 St & 3 Ave
1129	89	3	3.47	2	Cooper Square & E 7 St
1130	89	4	2.26	2	Cooper Square & E 7 St
1131	89	10	0	2	Cooper Square & E 7 St
1132	89	5	1.74	2	Cooper Square & E 7 St
1133	89	23	3.42	2	Cooper Square & E 7 St
1134	89	20	2.63	2	Cooper Square & E 7 St
1135	89	17	0	2	Cooper Square & E 7 St
1136	89	7	0	2	Cooper Square & E 7 St
1137	89	21	2.63	2	Cooper Square & E 7 St
1138	89	8	0.52	2	Cooper Square & E 7 St
1139	89	15	0	2	Cooper Square & E 7 St
1140	89	19	1.23	2	Cooper Square & E 7 St
1141	89	16	0	2	Cooper Square & E 7 St
1142	89	9	0	2	Cooper Square & E 7 St
1143	89	13	0	2	Cooper Square & E 7 St
1144	89	1	2.46	2	Cooper Square & E 7 St
1145	89	12	0	2	Cooper Square & E 7 St
1146	89	0	1.6	2	Cooper Square & E 7 St
1147	89	6	0.52	2	Cooper Square & E 7 St
1148	89	11	0	2	Cooper Square & E 7 St
1149	89	18	0.18	2	Cooper Square & E 7 St
1150	89	2	3.65	2	Cooper Square & E 7 St
1151	89	14	0	2	Cooper Square & E 7 St
1152	89	22	2.28	2	Cooper Square & E 7 St
1153	92	8	0.98	2	Mercer St & Spring St
1154	92	21	0.99	2	Mercer St & Spring St
1155	92	10	29.08	2	Mercer St & Spring St
1156	92	5	0.65	2	Mercer St & Spring St
1157	92	12	21.81	2	Mercer St & Spring St
1158	92	17	4.6	2	Mercer St & Spring St
1159	92	1	0.22	2	Mercer St & Spring St
1160	92	7	0.44	2	Mercer St & Spring St
1161	92	2	0.66	2	Mercer St & Spring St
1162	92	6	0.65	2	Mercer St & Spring St
1163	92	23	0.34	2	Mercer St & Spring St
1164	92	18	0.55	2	Mercer St & Spring St
1165	92	20	1.75	2	Mercer St & Spring St
1166	92	9	8.82	2	Mercer St & Spring St
1167	92	13	15.14	2	Mercer St & Spring St
1168	92	11	25.82	2	Mercer St & Spring St
1169	92	15	9.81	2	Mercer St & Spring St
1170	92	0	0.56	2	Mercer St & Spring St
1171	92	16	9.59	2	Mercer St & Spring St
1172	92	14	11.78	2	Mercer St & Spring St
1173	92	22	0.99	2	Mercer St & Spring St
1174	92	19	0.33	2	Mercer St & Spring St
1175	92	3	0.65	2	Mercer St & Spring St
1176	92	4	0.65	2	Mercer St & Spring St
1177	93	21	0	2	Broadway & Battery Pl
1178	93	11	0.44	2	Broadway & Battery Pl
