variable	value	label
714	22	23.9	Bank St & Washington St
715	4	12.31	Bank St & Washington St
716	0	12.44	Bank St & Washington St
717	6	1.2	Bank St & Washington St
718	13	0.11	Bank St & Washington St
719	3	13.07	Bank St & Washington St
720	7	0	Bank St & Washington St
721	17	5.48	Perry St & Bleecker St
722	12	0.33	Perry St & Bleecker St
723	20	32.75	Perry St & Bleecker St
724	15	0.65	Perry St & Bleecker St
725	19	41.34	Perry St & Bleecker St
726	11	0	Perry St & Bleecker St
727	14	0	Perry St & Bleecker St
728	10	0	Perry St & Bleecker St
729	21	34.32	Perry St & Bleecker St
730	16	1.42	Perry St & Bleecker St
731	13	0.44	Perry St & Bleecker St
732	5	16.01	Perry St & Bleecker St
733	18	24.81	Perry St & Bleecker St
734	9	0	Perry St & Bleecker St
735	1	23.31	Perry St & Bleecker St
736	22	30.7	Perry St & Bleecker St
737	23	27.25	Perry St & Bleecker St
738	0	26	Perry St & Bleecker St
739	7	0.33	Perry St & Bleecker St
740	3	24.4	Perry St & Bleecker St
741	2	24.15	Perry St & Bleecker St
742	6	6.65	Perry St & Bleecker St
743	8	0.11	Perry St & Bleecker St
744	4	23.42	Perry St & Bleecker St
745	17	1.42	Laight St & Hudson St
746	14	6	Laight St & Hudson St
747	13	7.41	Laight St & Hudson St
748	21	0.77	Laight St & Hudson St
749	6	0.76	Laight St & Hudson St
750	1	0.33	Laight St & Hudson St
751	23	0.79	Laight St & Hudson St
752	2	0	Laight St & Hudson St
753	7	2.51	Laight St & Hudson St
754	5	0	Laight St & Hudson St
755	10	19.61	Laight St & Hudson St
756	8	5.79	Laight St & Hudson St
757	22	1.21	Laight St & Hudson St
758	18	0	Laight St & Hudson St
759	9	15.25	Laight St & Hudson St
760	19	0	Laight St & Hudson St
761	12	10.8	Laight St & Hudson St
762	3	0	Laight St & Hudson St
763	4	0	Laight St & Hudson St
764	0	0.67	Laight St & Hudson St
765	20	1.42	Laight St & Hudson St
766	15	4.47	Laight St & Hudson St
767	11	15.36	Laight St & Hudson St
768	16	5.34	Laight St & Hudson St
769	2	0	Harrison St & Hudson St
770	5	0	Harrison St & Hudson St
771	21	1.05	Harrison St & Hudson St
772	6	1.74	Harrison St & Hudson St
773	17	6.33	Harrison St & Hudson St
774	10	43.4	Harrison St & Hudson St
775	23	0.18	Harrison St & Hudson St
776	14	14.06	Harrison St & Hudson St
777	1	0	Harrison St & Hudson St
778	19	0	Harrison St & Hudson St
779	13	25.69	Harrison St & Hudson St
780	7	9.9	Harrison St & Hudson St
781	22	0.7	Harrison St & Hudson St
782	9	57.64	Harrison St & Hudson St
783	11	30.21	Harrison St & Hudson St
784	20	1.23	Harrison St & Hudson St
785	3	0	Harrison St & Hudson St
786	4	0	Harrison St & Hudson St
787	18	0.53	Harrison St & Hudson St
788	8	31.94	Harrison St & Hudson St
789	12	22.74	Harrison St & Hudson St
790	15	20.74	Harrison St & Hudson St
791	16	13.68	Harrison St & Hudson St
792	0	0	Harrison St & Hudson St
793	2	0	Lafayette St & Jersey St
794	22	0	Lafayette St & Jersey St
795	6	0	Lafayette St & Jersey St
796	10	5.66	Lafayette St & Jersey St
797	5	0	Lafayette St & Jersey St
798	21	0	Lafayette St & Jersey St
799	1	0	Lafayette St & Jersey St
800	19	0	Lafayette St & Jersey St
801	23	0	Lafayette St & Jersey St
802	17	0.33	Lafayette St & Jersey St
803	13	1.53	Lafayette St & Jersey St
804	18	0	Lafayette St & Jersey St
805	9	5.66	Lafayette St & Jersey St
806	0	0	Lafayette St & Jersey St
807	7	0	Lafayette St & Jersey St
808	15	0.76	Lafayette St & Jersey St
809	11	4.36	Lafayette St & Jersey St
810	20	0	Lafayette St & Jersey St
811	14	0.76	Lafayette St & Jersey St
812	4	0	Lafayette St & Jersey St
813	8	0.44	Lafayette St & Jersey St
814	3	0	Lafayette St & Jersey St
815	16	0.76	Lafayette St & Jersey St
816	12	1.74	Lafayette St & Jersey St
817	2	6.23	Mott St & Prince St
818	5	1.85	Mott St & Prince St
819	10	10.46	Mott St & Prince St
820	23	3.83	Mott St & Prince St
821	14	8.62	Mott St & Prince St
822	17	13.14	Mott St & Prince St
823	9	4.25	Mott St & Prince St
824	21	4.06	Mott St & Prince St
825	7	0.98	Mott St & Prince St
826	15	8.29	Mott St & Prince St
827	19	7.13	Mott St & Prince St
828	11	9.59	Mott St & Prince St
829	6	0.98	Mott St & Prince St
830	22	3.07	Mott St & Prince St
831	1	6.96	Mott St & Prince St
832	18	8.82	Mott St & Prince St
833	8	0.66	Mott St & Prince St
834	13	11.55	Mott St & Prince St
835	16	7.3	Mott St & Prince St
836	4	3.38	Mott St & Prince St
837	3	4.36	Mott St & Prince St
838	20	3.83	Mott St & Prince St
839	0	7	Mott St & Prince St
840	12	10.03	Mott St & Prince St
841	5	1.2	MacDougal St & Washington Sq
842	19	12.06	MacDougal St & Washington Sq
843	2	0.66	MacDougal St & Washington Sq
844	7	0.98	MacDougal St & Washington Sq
845	1	1.1	MacDougal St & Washington Sq
846	9	0.87	MacDougal St & Washington Sq
847	6	1.2	MacDougal St & Washington Sq
848	10	1.85	MacDougal St & Washington Sq
849	15	3.05	MacDougal St & Washington Sq
850	11	1.85	MacDougal St & Washington Sq
851	21	5.7	MacDougal St & Washington Sq
852	17	2.3	MacDougal St & Washington Sq
853	14	2.18	MacDougal St & Washington Sq
854	18	5.51	MacDougal St & Washington Sq
855	23	1.69	MacDougal St & Washington Sq
856	3	0.65	MacDougal St & Washington Sq
857	13	2.29	MacDougal St & Washington Sq
858	4	0.76	MacDougal St & Washington Sq
859	16	1.31	MacDougal St & Washington Sq
860	22	3.95	MacDougal St & Washington Sq
861	20	11.28	MacDougal St & Washington Sq
862	0	1.22	MacDougal St & Washington Sq
863	8	0.44	MacDougal St & Washington Sq
864	12	1.85	MacDougal St & Washington Sq
865	17	0.44	W 13 St & 5 Ave
866	2	0	W 13 St & 5 Ave
867	15	1.31	W 13 St & 5 Ave
868	5	0	W 13 St & 5 Ave
869	14	1.74	W 13 St & 5 Ave
870	10	3.59	W 13 St & 5 Ave
871	13	1.74	W 13 St & 5 Ave
872	1	0.11	W 13 St & 5 Ave
873	23	0	W 13 St & 5 Ave
874	7	0	W 13 St & 5 Ave
875	3	0	W 13 St & 5 Ave
876	22	0.11	W 13 St & 5 Ave
877	9	1.31	W 13 St & 5 Ave
878	21	0	W 13 St & 5 Ave
879	6	0.11	W 13 St & 5 Ave
880	16	0.54	W 13 St & 5 Ave
881	19	0.88	W 13 St & 5 Ave
882	11	3.38	W 13 St & 5 Ave
883	20	0.33	W 13 St & 5 Ave
884	12	2.51	W 13 St & 5 Ave
885	18	0.99	W 13 St & 5 Ave
886	4	0.11	W 13 St & 5 Ave
887	8	0.22	W 13 St & 5 Ave
888	0	0	W 13 St & 5 Ave
889	7	0.11	W 11 St & 6 Ave
890	10	0	W 11 St & 6 Ave
891	17	1.2	W 11 St & 6 Ave
892	21	2.96	W 11 St & 6 Ave
893	3	0	W 11 St & 6 Ave
894	1	1.33	W 11 St & 6 Ave
895	19	7.46	W 11 St & 6 Ave
896	2	0	W 11 St & 6 Ave
897	6	0.11	W 11 St & 6 Ave
898	14	0.44	W 11 St & 6 Ave
899	18	2.43	W 11 St & 6 Ave
900	5	0	W 11 St & 6 Ave
901	23	2.36	W 11 St & 6 Ave
902	16	0	W 11 St & 6 Ave
903	15	0.33	W 11 St & 6 Ave
904	11	0	W 11 St & 6 Ave
905	9	0	W 11 St & 6 Ave
906	20	4.49	W 11 St & 6 Ave
907	22	1.75	W 11 St & 6 Ave
908	4	0	W 11 St & 6 Ave
909	8	0.22	W 11 St & 6 Ave
910	13	0.44	W 11 St & 6 Ave
911	0	2.22	W 11 St & 6 Ave
912	12	0	W 11 St & 6 Ave
913	2	0.66	Lispenard St & Broadway
914	10	22.55	Lispenard St & Broadway
915	1	0.66	Lispenard St & Broadway
916	9	7.95	Lispenard St & Broadway
917	3	0.65	Lispenard St & Broadway
918	7	0.44	Lispenard St & Broadway
919	19	0.33	Lispenard St & Broadway
920	6	0.33	Lispenard St & Broadway
921	14	9.71	Lispenard St & Broadway
922	18	0.11	Lispenard St & Broadway
923	23	1.13	Lispenard St & Broadway
924	5	0.65	Lispenard St & Broadway
925	17	1.86	Lispenard St & Broadway
926	4	0.65	Lispenard St & Broadway
927	11	18.85	Lispenard St & Broadway
928	20	0.22	Lispenard St & Broadway
929	16	7.19	Lispenard St & Broadway
930	15	10.47	Lispenard St & Broadway
931	8	1.31	Lispenard St & Broadway
932	21	0	Lispenard St & Broadway
933	22	0.33	Lispenard St & Broadway
934	12	13.2	Lispenard St & Broadway
935	13	10.89	Lispenard St & Broadway
936	0	0.67	Lispenard St & Broadway
937	10	26.03	South St & Whitehall St
938	6	0	South St & Whitehall St
939	15	4.03	South St & Whitehall St
940	1	0	South St & Whitehall St
941	14	7.96	South St & Whitehall St
942	19	0	South St & Whitehall St
943	20	0	South St & Whitehall St
944	3	0	South St & Whitehall St
945	11	22.98	South St & Whitehall St
946	23	0	South St & Whitehall St
947	21	0	South St & Whitehall St
948	22	0	South St & Whitehall St
949	7	0	South St & Whitehall St
950	2	0	South St & Whitehall St
951	12	14.39	South St & Whitehall St
952	9	10.46	South St & Whitehall St
953	5	0	South St & Whitehall St
954	17	0	South St & Whitehall St
955	8	0.33	South St & Whitehall St
956	16	2.51	South St & Whitehall St
957	13	13.18	South St & Whitehall St
958	4	0	South St & Whitehall St
959	18	0	South St & Whitehall St
960	0	0	South St & Whitehall St
961	23	0	Broad St & Bridge St
962	22	0.13	Broad St & Bridge St
963	15	3.03	Broad St & Bridge St
964	18	0	Broad St & Bridge St
965	12	6.45	Broad St & Bridge St
966	13	7.45	Broad St & Bridge St
967	9	11.36	Broad St & Bridge St
968	1	0	Broad St & Bridge St
969	19	0	Broad St & Bridge St
970	0	0	Broad St & Bridge St
971	16	1.26	Broad St & Bridge St
972	11	7.2	Broad St & Bridge St
973	8	1.52	Broad St & Bridge St
974	20	0.13	Broad St & Bridge St
975	4	0	Broad St & Bridge St
976	10	6.06	Broad St & Bridge St
977	2	0	Broad St & Bridge St
978	3	0	Broad St & Bridge St
979	14	7.84	Broad St & Bridge St
980	7	0	Broad St & Bridge St
981	5	0	Broad St & Bridge St
982	17	0.51	Broad St & Bridge St
983	21	0	Broad St & Bridge St
984	6	0	Broad St & Bridge St
985	11	0.98	Elizabeth St & Hester St
986	1	2.87	Elizabeth St & Hester St
987	5	2.51	Elizabeth St & Hester St
988	4	2.72	Elizabeth St & Hester St
989	20	1.53	Elizabeth St & Hester St
990	14	1.85	Elizabeth St & Hester St
991	8	1.64	Elizabeth St & Hester St
992	17	1.75	Elizabeth St & Hester St
993	7	1.85	Elizabeth St & Hester St
994	21	1.54	Elizabeth St & Hester St
995	15	1.09	Elizabeth St & Hester St
996	0	2.11	Elizabeth St & Hester St
997	9	1.09	Elizabeth St & Hester St
998	16	0.98	Elizabeth St & Hester St
999	3	3.05	Elizabeth St & Hester St
1000	2	2.95	Elizabeth St & Hester St
1001	12	1.31	Elizabeth St & Hester St
1002	22	0.99	Elizabeth St & Hester St
1003	23	1.69	Elizabeth St & Hester St
1004	13	1.31	Elizabeth St & Hester St
1005	6	0.87	Elizabeth St & Hester St
1006	19	0.77	Elizabeth St & Hester St
1007	18	1.65	Elizabeth St & Hester St
1008	10	2.29	Elizabeth St & Hester St
1009	1	2.65	Maiden Ln & Pearl St
1010	5	0.54	Maiden Ln & Pearl St
1011	0	2.56	Maiden Ln & Pearl St
1012	20	1.42	Maiden Ln & Pearl St
1013	7	0.87	Maiden Ln & Pearl St
1014	9	29.08	Maiden Ln & Pearl St
1015	13	20.15	Maiden Ln & Pearl St
1016	16	6.43	Maiden Ln & Pearl St
1017	21	1.21	Maiden Ln & Pearl St
1018	4	1.85	Maiden Ln & Pearl St
1019	8	4.26	Maiden Ln & Pearl St
1020	3	1.96	Maiden Ln & Pearl St
1021	18	0	Maiden Ln & Pearl St
1022	17	0.44	Maiden Ln & Pearl St
1023	6	0.33	Maiden Ln & Pearl St
1024	14	16.47	Maiden Ln & Pearl St
1025	23	3.72	Maiden Ln & Pearl St
1026	15	18.21	Maiden Ln & Pearl St
1027	12	18.43	Maiden Ln & Pearl St
1028	11	25.82	Maiden Ln & Pearl St
1029	22	3.18	Maiden Ln & Pearl St
1030	19	0	Maiden Ln & Pearl St
1031	2	2.62	Maiden Ln & Pearl St
1032	10	36.38	Maiden Ln & Pearl St
1033	4	5.23	Stanton St & Chrystie St
1034	1	8.18	Stanton St & Chrystie St
1035	5	4.47	Stanton St & Chrystie St
1036	17	1.53	Stanton St & Chrystie St
1037	8	1.97	Stanton St & Chrystie St
1038	0	7.89	Stanton St & Chrystie St
1039	13	0.65	Stanton St & Chrystie St
1040	9	0.33	Stanton St & Chrystie St
1041	6	8.07	Stanton St & Chrystie St
1042	14	0.65	Stanton St & Chrystie St
1043	7	9.15	Stanton St & Chrystie St
1044	20	13.47	Stanton St & Chrystie St
1045	21	12.17	Stanton St & Chrystie St
1046	10	0.44	Stanton St & Chrystie St
1047	16	0.33	Stanton St & Chrystie St
1048	15	0.65	Stanton St & Chrystie St
1049	12	0.33	Stanton St & Chrystie St
1050	2	6.99	Stanton St & Chrystie St
1051	19	13.49	Stanton St & Chrystie St
1052	18	4.08	Stanton St & Chrystie St
1053	11	0.11	Stanton St & Chrystie St
1054	3	6.43	Stanton St & Chrystie St
1055	22	9.98	Stanton St & Chrystie St
1056	23	5.52	Stanton St & Chrystie St
1057	17	0.55	Avenue D & E 8 St
1058	8	0.11	Avenue D & E 8 St
1059	5	40.63	Avenue D & E 8 St
1060	6	19.3	Avenue D & E 8 St
1061	13	0.22	Avenue D & E 8 St
1062	20	39.21	Avenue D & E 8 St
1063	21	46.38	Avenue D & E 8 St
1064	10	0	Avenue D & E 8 St
1065	1	48.18	Avenue D & E 8 St
1066	18	3.86	Avenue D & E 8 St
1067	2	50.38	Avenue D & E 8 St
1068	9	0	Avenue D & E 8 St
1069	4	45.42	Avenue D & E 8 St
1070	0	46.78	Avenue D & E 8 St
1071	22	48.9	Avenue D & E 8 St
1072	12	0	Avenue D & E 8 St
1073	11	0	Avenue D & E 8 St
1074	7	6.54	Avenue D & E 8 St
1075	3	50.98	Avenue D & E 8 St
1076	19	21.05	Avenue D & E 8 St
1077	14	0	Avenue D & E 8 St
1078	15	0.11	Avenue D & E 8 St
1079	16	0.54	Avenue D & E 8 St
1080	23	51.01	Avenue D & E 8 St
1081	17	8.87	Howard St & Centre St
1082	1	8.29	Howard St & Centre St
1083	2	8.52	Howard St & Centre St
1084	4	8.5	Howard St & Centre St
1085	5	8.5	Howard St & Centre St
1086	21	8.55	Howard St & Centre St
1087	8	11.9	Howard St & Centre St
1088	18	8.71	Howard St & Centre St
1089	20	8.76	Howard St & Centre St
1090	19	8.55	Howard St & Centre St
1091	6	8.51	Howard St & Centre St
1092	0	8.11	Howard St & Centre St
1093	22	9.65	Howard St & Centre St
1094	15	17.01	Howard St & Centre St
1095	9	23.86	Howard St & Centre St
1096	14	17.88	Howard St & Centre St
1097	7	8.93	Howard St & Centre St
1098	3	8.5	Howard St & Centre St
1099	12	19.74	Howard St & Centre St
1100	13	18.95	Howard St & Centre St
1101	16	12.64	Howard St & Centre St
1102	11	24.4	Howard St & Centre St
1103	10	28	Howard St & Centre St
1104	23	9.01	Howard St & Centre St
1105	1	3.31	Duane St & Greenwich St
1106	8	4.8	Duane St & Greenwich St
1107	4	3.92	Duane St & Greenwich St
1108	5	2.51	Duane St & Greenwich St
1109	6	2.29	Duane St & Greenwich St
1110	14	7.96	Duane St & Greenwich St
1111	18	2.43	Duane St & Greenwich St
1112	20	3.94	Duane St & Greenwich St
1113	17	8.65	Duane St & Greenwich St
1114	13	11.55	Duane St & Greenwich St
1115	0	3.22	Duane St & Greenwich St
1116	15	14.72	Duane St & Greenwich St
1117	2	3.93	Duane St & Greenwich St
1118	10	9.91	Duane St & Greenwich St
1119	7	4.79	Duane St & Greenwich St
1120	22	1.97	Duane St & Greenwich St
1121	23	2.03	Duane St & Greenwich St
1122	21	3.07	Duane St & Greenwich St
1123	9	7.63	Duane St & Greenwich St
1124	3	3.92	Duane St & Greenwich St
1125	12	13.3	Duane St & Greenwich St
1126	11	11.66	Duane St & Greenwich St
1127	16	12.42	Duane St & Greenwich St
1128	19	2.19	Duane St & Greenwich St
1129	1	1.44	E 10 St & 5 Ave
1130	0	2	E 10 St & 5 Ave
1131	6	0.65	E 10 St & 5 Ave
1132	8	0	E 10 St & 5 Ave
1133	7	0	E 10 St & 5 Ave
1134	18	1.43	E 10 St & 5 Ave
1135	17	1.75	E 10 St & 5 Ave
1136	10	1.09	E 10 St & 5 Ave
1137	14	1.96	E 10 St & 5 Ave
1138	3	1.31	E 10 St & 5 Ave
1139	2	1.86	E 10 St & 5 Ave
1140	21	1.21	E 10 St & 5 Ave
1141	13	1.09	E 10 St & 5 Ave
1142	16	2.51	E 10 St & 5 Ave
1143	20	3.4	E 10 St & 5 Ave
1144	19	4.17	E 10 St & 5 Ave
1145	9	0.44	E 10 St & 5 Ave
1146	22	2.96	E 10 St & 5 Ave
1147	5	1.31	E 10 St & 5 Ave
1148	12	1.53	E 10 St & 5 Ave
1149	23	4.05	E 10 St & 5 Ave
1150	15	0.76	E 10 St & 5 Ave
1151	11	1.2	E 10 St & 5 Ave
1152	4	1.31	E 10 St & 5 Ave
1153	8	6.33	Grand Army Plaza & Central Park S
1154	6	0	Grand Army Plaza & Central Park S
1155	5	0	Grand Army Plaza & Central Park S
1156	17	0	Grand Army Plaza & Central Park S
1157	2	0	Grand Army Plaza & Central Park S
1158	19	0	Grand Army Plaza & Central Park S
1159	10	19.5	Grand Army Plaza & Central Park S
1160	0	0	Grand Army Plaza & Central Park S
1161	18	0	Grand Army Plaza & Central Park S
1162	20	0	Grand Army Plaza & Central Park S
1163	21	0	Grand Army Plaza & Central Park S
1164	14	1.2	Grand Army Plaza & Central Park S
1165	1	0	Grand Army Plaza & Central Park S
1166	15	0.33	Grand Army Plaza & Central Park S
1167	12	2.51	Grand Army Plaza & Central Park S
1168	13	2.29	Grand Army Plaza & Central Park S
1169	3	0	Grand Army Plaza & Central Park S
1170	22	0	Grand Army Plaza & Central Park S
1171	11	7.19	Grand Army Plaza & Central Park S
1172	9	30.28	Grand Army Plaza & Central Park S
1173	7	0.22	Grand Army Plaza & Central Park S
1174	23	0	Grand Army Plaza & Central Park S
1175	4	0	Grand Army Plaza & Central Park S
1176	16	0	Grand Army Plaza & Central Park S
1177	19	9.1	Greenwich Ave & 8 Ave
1178	18	7.28	Greenwich Ave & 8 Ave
1179	7	2.18	Greenwich Ave & 8 Ave
1180	20	7.01	Greenwich Ave & 8 Ave
1181	9	0.33	Greenwich Ave & 8 Ave
1182	21	5.81	Greenwich Ave & 8 Ave
1183	17	6.79	Greenwich Ave & 8 Ave
1184	15	2.29	Greenwich Ave & 8 Ave
1185	8	0.66	Greenwich Ave & 8 Ave
1186	10	0.76	Greenwich Ave & 8 Ave
1187	14	1.42	Greenwich Ave & 8 Ave
1188	22	5.04	Greenwich Ave & 8 Ave
1189	1	4.86	Greenwich Ave & 8 Ave
1190	2	2.73	Greenwich Ave & 8 Ave
1191	13	1.74	Greenwich Ave & 8 Ave
1192	23	4.84	Greenwich Ave & 8 Ave
1193	4	1.31	Greenwich Ave & 8 Ave
1194	12	1.09	Greenwich Ave & 8 Ave
1195	0	6.44	Greenwich Ave & 8 Ave
1196	3	1.74	Greenwich Ave & 8 Ave
1197	11	0.98	Greenwich Ave & 8 Ave
1198	5	1.09	Greenwich Ave & 8 Ave
1199	6	2.4	Greenwich Ave & 8 Ave
1200	16	2.29	Greenwich Ave & 8 Ave
1201	18	0	Broadway & E 14 St
1202	14	3.49	Broadway & E 14 St
1203	22	0	Broadway & E 14 St
1204	15	2.84	Broadway & E 14 St
1205	6	0	Broadway & E 14 St
1206	21	0.44	Broadway & E 14 St
1207	7	0.11	Broadway & E 14 St
1208	13	2.07	Broadway & E 14 St
1209	20	0.22	Broadway & E 14 St
1210	0	0	Broadway & E 14 St
1211	23	0	Broadway & E 14 St
1212	11	1.96	Broadway & E 14 St
1213	19	0.55	Broadway & E 14 St
1214	4	0	Broadway & E 14 St
1215	3	0	Broadway & E 14 St
1216	10	2.29	Broadway & E 14 St
1217	2	0	Broadway & E 14 St
1218	9	3.81	Broadway & E 14 St
1219	1	0	Broadway & E 14 St
1220	17	0.55	Broadway & E 14 St
1221	12	2.07	Broadway & E 14 St
1222	8	2.4	Broadway & E 14 St
1223	16	0.98	Broadway & E 14 St
1224	5	0	Broadway & E 14 St
1225	22	25.88	Madison St & Montgomery St
1226	3	44.77	Madison St & Montgomery St
1227	19	10.86	Madison St & Montgomery St
1228	4	45.75	Madison St & Montgomery St
1229	7	3.81	Madison St & Montgomery St
1230	11	0	Madison St & Montgomery St
1231	23	36.04	Madison St & Montgomery St
1232	13	0	Madison St & Montgomery St
1233	20	10.84	Madison St & Montgomery St
1234	10	0	Madison St & Montgomery St
1235	15	0	Madison St & Montgomery St
1236	12	0	Madison St & Montgomery St
1237	8	0.22	Madison St & Montgomery St
1238	17	0.11	Madison St & Montgomery St
1239	2	44.15	Madison St & Montgomery St
1240	18	2.76	Madison St & Montgomery St
1241	6	17.99	Madison St & Montgomery St
1242	14	0	Madison St & Montgomery St
1243	1	44.97	Madison St & Montgomery St
1244	5	35.29	Madison St & Montgomery St
1245	0	43.56	Madison St & Montgomery St
1246	16	0	Madison St & Montgomery St
1247	9	0	Madison St & Montgomery St
1248	21	13.82	Madison St & Montgomery St
1249	20	26.61	Lafayette St & E 8 St
1250	23	25.88	Lafayette St & E 8 St
1251	15	27.29	Lafayette St & E 8 St
1252	3	25.96	Lafayette St & E 8 St
1253	11	26.8	Lafayette St & E 8 St
1254	4	25.96	Lafayette St & E 8 St
1255	8	27.13	Lafayette St & E 8 St
1256	7	26.76	Lafayette St & E 8 St
1257	12	27.82	Lafayette St & E 8 St
1258	19	26.81	Lafayette St & E 8 St
1259	6	25.96	Lafayette St & E 8 St
1260	0	26.47	Lafayette St & E 8 St
1261	10	26.67	Lafayette St & E 8 St
1262	16	26.92	Lafayette St & E 8 St
1263	21	26.21	Lafayette St & E 8 St
1264	13	27.23	Lafayette St & E 8 St
1265	17	26.85	Lafayette St & E 8 St
1266	2	25.96	Lafayette St & E 8 St
1267	5	25.96	Lafayette St & E 8 St
1268	9	27.3	Lafayette St & E 8 St
1269	14	26.92	Lafayette St & E 8 St
1270	1	26.26	Lafayette St & E 8 St
1271	18	26.57	Lafayette St & E 8 St
1272	22	26.21	Lafayette St & E 8 St
1273	23	8.9	Pike St & E Broadway
1274	4	3.92	Pike St & E Broadway
1275	3	14.49	Pike St & E Broadway
1276	16	0.44	Pike St & E Broadway
1277	21	3.29	Pike St & E Broadway
1278	20	1.42	Pike St & E Broadway
1279	7	1.2	Pike St & E Broadway
1280	2	20.87	Pike St & E Broadway
1281	0	13.33	Pike St & E Broadway
1282	15	0.22	Pike St & E Broadway
1283	10	0.11	Pike St & E Broadway
1284	12	0	Pike St & E Broadway
1285	5	14.81	Pike St & E Broadway
1286	8	0.87	Pike St & E Broadway
1287	11	0	Pike St & E Broadway
1288	19	0.44	Pike St & E Broadway
1289	1	20.11	Pike St & E Broadway
1290	9	0	Pike St & E Broadway
1291	13	0.22	Pike St & E Broadway
1292	17	0	Pike St & E Broadway
1293	18	0	Pike St & E Broadway
1294	6	6.32	Pike St & E Broadway
1295	14	0.44	Pike St & E Broadway
1296	22	6.58	Pike St & E Broadway
1297	3	4.14	Division St & Bowery
1298	10	0.11	Division St & Bowery
1299	16	0.87	Division St & Bowery
1300	8	0	Division St & Bowery
1301	20	4.82	Division St & Bowery
1302	7	0	Division St & Bowery
1303	4	3.92	Division St & Bowery
1304	23	1.35	Division St & Bowery
1305	15	2.62	Division St & Bowery
1306	19	2.3	Division St & Bowery
1307	0	1.78	Division St & Bowery
1308	21	0.77	Division St & Bowery
1309	13	1.53	Division St & Bowery
1310	17	0.55	Division St & Bowery
1311	5	2.4	Division St & Bowery
1312	2	2.84	Division St & Bowery
1313	6	0	Division St & Bowery
1314	11	1.63	Division St & Bowery
1315	12	1.53	Division St & Bowery
1316	18	2.43	Division St & Bowery
1317	9	0	Division St & Bowery
1318	1	3.54	Division St & Bowery
1319	14	2.62	Division St & Bowery
1320	22	1.32	Division St & Bowery
1321	4	1.85	E 15 St & 3 Ave
1322	21	4.28	E 15 St & 3 Ave
1323	15	0	E 15 St & 3 Ave
1324	7	0.54	E 15 St & 3 Ave
1325	3	1.31	E 15 St & 3 Ave
1326	16	0	E 15 St & 3 Ave
1327	8	0.33	E 15 St & 3 Ave
1328	17	0.22	E 15 St & 3 Ave
1329	12	0	E 15 St & 3 Ave
1330	2	1.31	E 15 St & 3 Ave
1331	23	2.93	E 15 St & 3 Ave
1332	20	4.71	E 15 St & 3 Ave
1333	10	0	E 15 St & 3 Ave
1334	5	2.07	E 15 St & 3 Ave
1335	9	0.11	E 15 St & 3 Ave
1336	11	0	E 15 St & 3 Ave
1337	1	0.66	E 15 St & 3 Ave
1338	19	3.4	E 15 St & 3 Ave
1339	0	1.11	E 15 St & 3 Ave
1340	13	0	E 15 St & 3 Ave
1341	6	1.85	E 15 St & 3 Ave
1342	18	1.21	E 15 St & 3 Ave
1343	22	3.18	E 15 St & 3 Ave
1344	14	0	E 15 St & 3 Ave
1345	3	3.47	Cooper Square & E 7 St
1346	4	2.26	Cooper Square & E 7 St
1347	10	0	Cooper Square & E 7 St
1348	5	1.74	Cooper Square & E 7 St
1349	23	3.42	Cooper Square & E 7 St
1350	20	2.63	Cooper Square & E 7 St
1351	17	0	Cooper Square & E 7 St
1352	7	0	Cooper Square & E 7 St
1353	21	2.63	Cooper Square & E 7 St
1354	8	0.52	Cooper Square & E 7 St
1355	15	0	Cooper Square & E 7 St
1356	19	1.23	Cooper Square & E 7 St
1357	16	0	Cooper Square & E 7 St
1358	9	0	Cooper Square & E 7 St
1359	13	0	Cooper Square & E 7 St
1360	1	2.46	Cooper Square & E 7 St
1361	12	0	Cooper Square & E 7 St
1362	0	1.6	Cooper Square & E 7 St
1363	6	0.52	Cooper Square & E 7 St
1364	11	0	Cooper Square & E 7 St
1365	18	0.18	Cooper Square & E 7 St
1366	2	3.65	Cooper Square & E 7 St
1367	14	0	Cooper Square & E 7 St
1368	22	2.28	Cooper Square & E 7 St
1369	4	36.93	E 2 St & Avenue B
1370	17	0.99	E 2 St & Avenue B
1371	16	0.33	E 2 St & Avenue B
1372	8	0.44	E 2 St & Avenue B
1373	15	0	E 2 St & Avenue B
1374	3	38.89	E 2 St & Avenue B
1375	5	20.15	E 2 St & Avenue B
1376	21	31.8	E 2 St & Avenue B
1377	13	0	E 2 St & Avenue B
1378	1	30.5	E 2 St & Avenue B
1379	7	0	E 2 St & Avenue B
1380	0	29.89	E 2 St & Avenue B
1381	23	29.95	E 2 St & Avenue B
1382	20	32.2	E 2 St & Avenue B
1383	10	0	E 2 St & Avenue B
1384	2	32.13	E 2 St & Avenue B
1385	6	1.42	E 2 St & Avenue B
1386	11	0	E 2 St & Avenue B
1387	18	16.32	E 2 St & Avenue B
1388	12	0	E 2 St & Avenue B
1389	9	0	E 2 St & Avenue B
1390	14	0	E 2 St & Avenue B
1391	19	37.5	E 2 St & Avenue B
1392	22	27.96	E 2 St & Avenue B
1393	21	48.03	Avenue D & E 3 St
1394	7	0.44	Avenue D & E 3 St
1395	3	51.53	Avenue D & E 3 St
